
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
__module.model.layers.1.self_attn/aten::cat/Concat_2_bf16_abcd_f32_aBcd16b___module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0          0.042
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0                                      0.026
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0_aBcd16b_abcd___module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_2          0.044
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_51243                                                                                               0.012
__module.model.layers.1.self_attn/aten::expand/Broadcast                                                      0.062
__module.model.layers.1.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_34742                                                                                                  0.142
Multiply_42346                                                                                                0.000
Add_40210                                                                                                     0.137
Multiply_42348                                                                                                0.000
Softmax_34745                                                                                                 0.360
Gather_49760                                                                                                  0.006
__module.model.layers.1.self_attn.v_proj/ov_ext::linear/MatMul                                                0.218
__module.model.layers.1.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.1.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.1.self_attn/aten::view/Reshape_2                                                        0.006
__module.model.layers.1.self_attn/aten::transpose/Transpose_2                                                 0.042
__module.model.layers.1.self_attn/aten::cat/Concat_3                                                          0.064
__module.model.layers.1.self_attn/aten::cat/Concat_3_____module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_3          0.014
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_51277                                                                                               0.056
Broadcast_51277_f32_bf16___module.model.layers.1.self_attn/aten::expand/Broadcast_1                           0.057
__module.model.layers.1.self_attn/aten::expand/Broadcast_1                                                    0.166
__module.model.layers.1.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.1.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.136
__module.model.layers.1.self_attn/aten::transpose/Transpose_3                                                 0.040
__module.model.layers.1.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.1.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.053
__module.model.layers.1.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fq_output_0                   0.000
__module.model.layers.1.self_attn.o_proj/ov_ext::linear/MatMul                                                0.930
Subtract_42409                                                                                                0.000
Multiply_42410                                                                                                0.000
__module.model.layers.1/aten::add/Add                                                                         0.065
Multiply_42412                                                                                                0.049
__module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.069
__module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.152
__module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.047
__module.model.layers.1.mlp.gate_proj/ov_ext::linear/MatMul                                                   4.635
__module.model.layers.1.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.1.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
__module.model.layers.1.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.1.mlp.up_proj/ov_ext::linear/MatMul                                                     3.708
__module.model.layers.1.mlp.up_proj/ov_ext::linear/MatMul/DequantizationSubtract                              0.000
__module.model.layers.1.mlp.up_proj/ov_ext::linear/MatMul/DequantizationMultiply                              0.000
__module.model.layers.1.mlp/aten::mul/Multiply                                                                0.266
__module.model.layers.1.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
__module.model.layers.1.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fq_output_0                              0.000
__module.model.layers.1.mlp.down_proj/ov_ext::linear/MatMul                                                   3.772
__module.model.layers.1.mlp.down_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.1.mlp.down_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
Multiply_42507                                                                                                0.071
__module.model.layers.1/aten::add/Add_1                                                                       0.000
__module.model.layers.2.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.049
__module.model.layers.2.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.2.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.046
__module.model.layers.2.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0                0.048
__module.model.layers.2.self_attn.q_proj/ov_ext::linear/MatMul                                                0.946
__module.model.layers.2.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.2.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.2.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.2.self_attn/aten::add/Add                                                               0.087
__module.model.layers.2.self_attn/aten::add/Add_bf16_abcd_f32_aBcd16b___module.model.layers.2.self_attn/aten::add/Add/fq_output_0          0.104
__module.model.layers.2.self_attn/aten::add/Add/fq_output_0                                                   0.048
__module.model.layers.2.self_attn/aten::add/Add/fq_output_0_aBcd16b_abcd_MatMul_34777                         0.076
Gather_49763                                                                                                  0.005
__module.model.layers.2.self_attn.k_proj/ov_ext::linear/MatMul                                                0.232
__module.model.layers.2.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.2.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.2.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.2.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.2.self_attn/aten::cat/Concat_2                                                          0.038
__module.model.layers.2.self_attn/aten::cat/Concat_2_bf16_abcd_f32_aBcd16b___module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0          0.029
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0                                      0.026
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0_aBcd16b_abcd___module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_2          0.042
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_51311                                                                                               0.012
__module.model.layers.2.self_attn/aten::expand/Broadcast                                                      0.060
__module.model.layers.2.self_attn/aten::reshape/Reshape                                                       0.006
MatMul_34777                                                                                                  0.119
Multiply_42665                                                                                                0.000
Add_40246                                                                                                     0.134
Multiply_42667                                                                                                0.000
Softmax_34780                                                                                                 0.350
Gather_49766                                                                                                  0.006
__module.model.layers.2.self_attn.v_proj/ov_ext::linear/MatMul                                                0.221
__module.model.layers.2.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationSubtract                         0.000
__module.model.layers.2.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.000
__module.model.layers.2.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.2.self_attn/aten::transpose/Transpose_2                                                 0.027
__module.model.layers.2.self_attn/aten::cat/Concat_3                                                          0.040
__module.model.layers.2.self_attn/aten::cat/Concat_3_____module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_3          0.013
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_51345                                                                                               0.054
Broadcast_51345_f32_bf16___module.model.layers.2.self_attn/aten::expand/Broadcast_1                           0.058
__module.model.layers.2.self_attn/aten::expand/Broadcast_1                                                    0.068
__module.model.layers.2.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.2.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.132
__module.model.layers.2.self_attn/aten::transpose/Transpose_3                                                 0.038
__module.model.layers.2.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.2.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.049
__module.model.layers.2.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fq_output_0                   0.000
__module.model.layers.2.self_attn.o_proj/ov_ext::linear/MatMul                                                0.944
Subtract_42728                                                                                                0.000
Multiply_42729                                                                                                0.000
__module.model.layers.2/aten::add/Add                                                                         0.062
Multiply_42731                                                                                                0.055
__module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.049
__module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.050
__module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.039
__module.model.layers.2.mlp.gate_proj/ov_ext::linear/MatMul                                                   4.333
__module.model.layers.2.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.2.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
__module.model.layers.2.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.2.mlp.up_proj/ov_ext::linear/MatMul                                                     3.686
__module.model.layers.2.mlp.up_proj/ov_ext::linear/MatMul/DequantizationSubtract                              0.000
__module.model.layers.2.mlp.up_proj/ov_ext::linear/MatMul/DequantizationMultiply                              0.000
__module.model.layers.2.mlp/aten::mul/Multiply                                                                0.310
__module.model.layers.2.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
__module.model.layers.2.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fq_output_0                              0.000
__module.model.layers.2.mlp.down_proj/ov_ext::linear/MatMul/DequantizationMultiply                            3.780
Multiply_42815                                                                                                0.072
__module.model.layers.2/aten::add/Add_1                                                                       0.000
__module.model.layers.3.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.052
__module.model.layers.3.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.3.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.044
__module.model.layers.3.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0                0.049
__module.model.layers.3.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.911
__module.model.layers.3.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.3.self_attn/aten::add/Add                                                               0.098
__module.model.layers.3.self_attn/aten::add/Add_bf16_abcd_f32_aBcd16b___module.model.layers.3.self_attn/aten::add/Add/fq_output_0          0.105
__module.model.layers.3.self_attn/aten::add/Add/fq_output_0                                                   0.049
__module.model.layers.3.self_attn/aten::add/Add/fq_output_0_aBcd16b_abcd_MatMul_34812                         0.073
Gather_49769                                                                                                  0.005
__module.model.layers.3.self_attn.k_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.200
__module.model.layers.3.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.3.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.3.self_attn/aten::cat/Concat_2                                                          0.041
__module.model.layers.3.self_attn/aten::cat/Concat_2_bf16_abcd_f32_aBcd16b___module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0          0.026
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0                                      0.025
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_2/fq_input_0_aBcd16b_abcd___module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_2          0.039
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.007
Broadcast_51379                                                                                               0.015
__module.model.layers.3.self_attn/aten::expand/Broadcast                                                      0.061
__module.model.layers.3.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_34812                                                                                                  0.110
Multiply_42943                                                                                                0.000
Add_40282                                                                                                     0.133
Multiply_42945                                                                                                0.000
Softmax_34815                                                                                                 0.359
Gather_49772                                                                                                  0.007
__module.model.layers.3.self_attn.v_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.203
__module.model.layers.3.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.3.self_attn/aten::transpose/Transpose_2                                                 0.031
__module.model.layers.3.self_attn/aten::cat/Concat_3                                                          0.039
__module.model.layers.3.self_attn/aten::cat/Concat_3_____module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_3          0.015
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_51413                                                                                               0.052
Broadcast_51413_f32_bf16___module.model.layers.3.self_attn/aten::expand/Broadcast_1                           0.051
__module.model.layers.3.self_attn/aten::expand/Broadcast_1                                                    0.067
__module.model.layers.3.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.3.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.131
__module.model.layers.3.self_attn/aten::transpose/Transpose_3                                                 0.036
__module.model.layers.3.self_attn/aten::reshape/Reshape_2                                                     0.008
__module.model.layers.3.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.053
__module.model.layers.3.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fq_output_0                   0.000
__module.model.layers.3.self_attn.o_proj/ov_ext::linear/MatMul                                                0.956
Subtract_42997                                                                                                0.000
Multiply_42998                                                                                                0.000
__module.model.layers.3/aten::add/Add                                                                         0.062
Multiply_43000                                                                                                0.052
__module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.047
__module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.051
__module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.040
__module.model.layers.3.mlp.gate_proj/ov_ext::linear/MatMul                                                   4.330
__module.model.layers.3.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationSubtract                            0.000
__module.model.layers.3.mlp.gate_proj/ov_ext::linear/MatMul/DequantizationMultiply                            0.000
__module.model.layers.3.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.3.mlp.up_proj/ov_ext::linear/MatMul                                                     3.781
__module.model.layers.3.mlp.up_proj/ov_ext::linear/MatMul/DequantizationSubtract                              0.000
__module.model.layers.3.mlp.up_proj/ov_ext::linear/MatMul/DequantizationMultiply                              0.000
__module.model.layers.3.mlp/aten::mul/Multiply                                                                0.310
__module.model.layers.3.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
__module.model.layers.3.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fq_output_0                              0.000
__module.model.layers.3.mlp.down_proj/ov_ext::linear/MatMul/DequantizationMultiply                            3.784
Multiply_43084                                                                                                0.081
__module.model.layers.3/aten::add/Add_1                                                                       0.000
__module.model.layers.4.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.050
__module.model.layers.4.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant_bf16_f32___module.model.layers.4.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0          0.053
__module.model.layers.4.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fq_output_0                0.049
__module.model.layers.4.self_attn.q_proj/ov_ext::linear/MatMul/DequantizationMultiply                         0.911
__module.model.layers.4.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.4.self_attn/aten::add/Add                                                               0.108
