
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze                                                   0.007
__module.model.rotary_emb/aten::sin/Sin                                                                       0.028
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_1                                                 0.004
__module.model.layers.0.self_attn/aten::add/Add                                                               0.216
__module.model.layers.0.self_attn.k_proj/ov_ext::linear/MatMul                                                0.485
__module.model.layers.0.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.0.self_attn/aten::add/Add_1                                                             0.054
__module.model.layers.0.self_attn.v_proj/ov_ext::linear/MatMul                                                0.461
__module.model.layers.0.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.0.self_attn/aten::transpose/Transpose_2                                                 0.037
Gather_30103                                                                                                  0.005
ShapeOf_30110                                                                                                 0.005
Gather_30113                                                                                                  0.004
__module.model/aten::add/Add_1                                                                                0.007
__module.model/aten::arange/Range_1                                                                           0.007
__module.model/aten::unsqueeze/Unsqueeze_2                                                                    0.004
__module.model/aten::add/Add                                                                                  0.005
__module.model/aten::arange/Range                                                                             0.007
__module.model/aten::unsqueeze/Unsqueeze_5                                                                    0.004
attention_mask                                                                                                0.004
Convert_34957                                                                                                 0.008
Abs_34958                                                                                                     0.006
Clamp_34959                                                                                                   0.000
__module.model/aten::to/Convert_1                                                                             0.006
ShapeOf_34961                                                                                                 0.004
__module.model/aten::index/ReduceProd                                                                         0.008
__module.model/aten::index/Concat                                                                             0.005
__module.model/aten::index/Reshape                                                                            0.004
Squeeze_30114                                                                                                 0.005
__module.model/aten::arange/Range_2                                                                           0.006
__module.model/aten::unsqueeze/Unsqueeze_8                                                                    0.004
__module.model/aten::index/Split                                                                              0.005
__module.model/aten::index/Multiply                                                                           0.006
__module.model/aten::index/Add                                                                                0.000
__module.model/aten::index/Gather                                                                             0.009
__module.model/aten::index/Reshape_8                                                                          0.004
ShapeOf_35014                                                                                                 0.005
__module.model/aten::index/Reshape_12                                                                         0.005
Reshape_30118                                                                                                 0.004
Unsqueeze_209                                                                                                 0.004
__module.model/prim::ListConstruct                                                                            0.005
Broadcast_36140                                                                                               0.006
__module.model/aten::le/LessEqual                                                                             0.018
__module.model/aten::__and__/BitwiseAnd                                                                       0.000
__module.model/aten::__and__/BitwiseAnd_1                                                                     0.000
__module.model/aten::expand/Broadcast                                                                         0.000
__module.model/aten::where/Select                                                                             0.000
Reshape_30122                                                                                                 0.004
Add_44527                                                                                                     0.005
__module.model.layers.0.self_attn/aten::slice/Slice_15                                                        0.008
beam_idx                                                                                                      0.010
__module.model.layers.0.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                1.315
__module.model.layers.0.self_attn/aten::transpose/Transpose_3                                                 0.049
__module.model.layers.0.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.0.self_attn.o_proj/ov_ext::linear/MatMul                                                1.842
__module.model.layers.0/aten::add/Add                                                                         0.067
__module.model.layers.0.post_attention_layernorm/aten::mul/Multiply_1                                         0.046
__module.model.layers.0.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.760
__module.model.layers.0.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.0.mlp.up_proj/ov_ext::linear/MatMul                                                     6.938
__module.model.layers.0.mlp/aten::mul/Multiply                                                                0.470
__module.model.layers.0.mlp.down_proj/ov_ext::linear/MatMul                                                   9.238
__module.model.layers.0/aten::add/Add_1                                                                       0.078
__module.model.layers.1.input_layernorm/aten::mul/Multiply_1                                                  0.050
__module.model.layers.1.self_attn.q_proj/ov_ext::linear/MatMul                                                2.077
__module.model.layers.1.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.1.self_attn/aten::add/Add                                                               0.095
__module.model.layers.1.self_attn.k_proj/ov_ext::linear/MatMul                                                0.447
__module.model.layers.1.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.1.self_attn/aten::add/Add_1                                                             0.034
__module.model.layers.1.self_attn.v_proj/ov_ext::linear/MatMul                                                0.494
__module.model.layers.1.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.1.self_attn/aten::transpose/Transpose_2                                                 0.019
__module.model.layers.1.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.977
__module.model.layers.1.self_attn/aten::transpose/Transpose_3                                                 0.058
__module.model.layers.1.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.1.self_attn.o_proj/ov_ext::linear/MatMul                                                1.605
__module.model.layers.1/aten::add/Add                                                                         0.057
__module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1                                         0.049
__module.model.layers.1.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.684
__module.model.layers.1.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.1.mlp.up_proj/ov_ext::linear/MatMul                                                     6.376
__module.model.layers.1.mlp/aten::mul/Multiply                                                                0.475
__module.model.layers.1.mlp.down_proj/ov_ext::linear/MatMul                                                   8.654
__module.model.layers.1/aten::add/Add_1                                                                       0.074
__module.model.layers.2.input_layernorm/aten::mul/Multiply_1                                                  0.053
__module.model.layers.2.self_attn.q_proj/ov_ext::linear/MatMul                                                1.758
__module.model.layers.2.self_attn/aten::view/Reshape                                                          0.010
__module.model.layers.2.self_attn/aten::add/Add                                                               0.089
__module.model.layers.2.self_attn.k_proj/ov_ext::linear/MatMul                                                0.454
__module.model.layers.2.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.2.self_attn/aten::add/Add_1                                                             0.033
__module.model.layers.2.self_attn.v_proj/ov_ext::linear/MatMul                                                0.457
__module.model.layers.2.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.2.self_attn/aten::transpose/Transpose_2                                                 0.037
__module.model.layers.2.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.903
__module.model.layers.2.self_attn/aten::transpose/Transpose_3                                                 0.116
__module.model.layers.2.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.2.self_attn.o_proj/ov_ext::linear/MatMul                                                1.757
__module.model.layers.2/aten::add/Add                                                                         0.053
__module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1                                         0.048
__module.model.layers.2.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.082
__module.model.layers.2.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.2.mlp.up_proj/ov_ext::linear/MatMul                                                     6.793
__module.model.layers.2.mlp/aten::mul/Multiply                                                                0.214
__module.model.layers.2.mlp.down_proj/ov_ext::linear/MatMul                                                   9.308
__module.model.layers.2/aten::add/Add_1                                                                       0.081
__module.model.layers.3.input_layernorm/aten::mul/Multiply_1                                                  0.053
__module.model.layers.3.self_attn.q_proj/ov_ext::linear/MatMul                                                1.825
__module.model.layers.3.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.3.self_attn/aten::add/Add                                                               0.106
__module.model.layers.3.self_attn.k_proj/ov_ext::linear/MatMul                                                0.455
__module.model.layers.3.self_attn/aten::view/Reshape_1                                                        0.009
__module.model.layers.3.self_attn/aten::add/Add_1                                                             0.028
__module.model.layers.3.self_attn.v_proj/ov_ext::linear/MatMul                                                0.622
__module.model.layers.3.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.3.self_attn/aten::transpose/Transpose_2                                                 0.034
__module.model.layers.3.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                1.270
__module.model.layers.3.self_attn/aten::transpose/Transpose_3                                                 0.099
__module.model.layers.3.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.3.self_attn.o_proj/ov_ext::linear/MatMul                                                1.873
__module.model.layers.3/aten::add/Add                                                                         0.099
__module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1                                         0.050
__module.model.layers.3.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.622
__module.model.layers.3.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.3.mlp.up_proj/ov_ext::linear/MatMul                                                     7.669
__module.model.layers.3.mlp/aten::mul/Multiply                                                                0.351
__module.model.layers.3.mlp.down_proj/ov_ext::linear/MatMul                                                   9.889
__module.model.layers.3/aten::add/Add_1                                                                       0.065
__module.model.layers.4.input_layernorm/aten::mul/Multiply_1                                                  0.055
__module.model.layers.4.self_attn.q_proj/ov_ext::linear/MatMul                                                1.766
__module.model.layers.4.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.4.self_attn/aten::add/Add                                                               0.097
__module.model.layers.4.self_attn.k_proj/ov_ext::linear/MatMul                                                0.450
__module.model.layers.4.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.4.self_attn/aten::add/Add_1                                                             0.028
__module.model.layers.4.self_attn.v_proj/ov_ext::linear/MatMul                                                0.478
__module.model.layers.4.self_attn/aten::view/Reshape_2                                                        0.010
__module.model.layers.4.self_attn/aten::transpose/Transpose_2                                                 0.018
__module.model.layers.4.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                1.003
__module.model.layers.4.self_attn/aten::transpose/Transpose_3                                                 0.052
__module.model.layers.4.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.4.self_attn.o_proj/ov_ext::linear/MatMul                                                1.651
__module.model.layers.4/aten::add/Add                                                                         0.053
__module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1                                         0.046
__module.model.layers.4.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.172
__module.model.layers.4.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.4.mlp.up_proj/ov_ext::linear/MatMul                                                     6.848
__module.model.layers.4.mlp/aten::mul/Multiply                                                                0.339
__module.model.layers.4.mlp.down_proj/ov_ext::linear/MatMul                                                   9.349
__module.model.layers.4/aten::add/Add_1                                                                       0.076
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1                                                  0.053
__module.model.layers.5.self_attn.q_proj/ov_ext::linear/MatMul                                                1.847
__module.model.layers.5.self_attn/aten::view/Reshape                                                          0.011
__module.model.layers.5.self_attn/aten::add/Add                                                               0.089
__module.model.layers.5.self_attn.k_proj/ov_ext::linear/MatMul                                                0.462
__module.model.layers.5.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.5.self_attn/aten::add/Add_1                                                             0.029
__module.model.layers.5.self_attn.v_proj/ov_ext::linear/MatMul                                                0.471
__module.model.layers.5.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.5.self_attn/aten::transpose/Transpose_2                                                 0.015
__module.model.layers.5.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.919
__module.model.layers.5.self_attn/aten::transpose/Transpose_3                                                 0.049
__module.model.layers.5.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.5.self_attn.o_proj/ov_ext::linear/MatMul                                                1.701
__module.model.layers.5/aten::add/Add                                                                         0.053
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1                                         0.049
__module.model.layers.5.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.934
__module.model.layers.5.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.5.mlp.up_proj/ov_ext::linear/MatMul                                                     6.383
__module.model.layers.5.mlp/aten::mul/Multiply                                                                0.220
__module.model.layers.5.mlp.down_proj/ov_ext::linear/MatMul                                                   9.304
__module.model.layers.5/aten::add/Add_1                                                                       0.063
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1                                                  0.053
__module.model.layers.6.self_attn.q_proj/ov_ext::linear/MatMul                                                1.694
__module.model.layers.6.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.6.self_attn/aten::add/Add                                                               0.089
__module.model.layers.6.self_attn.k_proj/ov_ext::linear/MatMul                                                0.451
__module.model.layers.6.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.6.self_attn/aten::add/Add_1                                                             0.028
__module.model.layers.6.self_attn.v_proj/ov_ext::linear/MatMul                                                0.470
__module.model.layers.6.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.6.self_attn/aten::transpose/Transpose_2                                                 0.014
__module.model.layers.6.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.946
__module.model.layers.6.self_attn/aten::transpose/Transpose_3                                                 0.045
__module.model.layers.6.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.6.self_attn.o_proj/ov_ext::linear/MatMul                                                1.600
__module.model.layers.6/aten::add/Add                                                                         0.054
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1                                         0.049
__module.model.layers.6.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.204
__module.model.layers.6.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.6.mlp.up_proj/ov_ext::linear/MatMul                                                     6.657
__module.model.layers.6.mlp/aten::mul/Multiply                                                                0.221
__module.model.layers.6.mlp.down_proj/ov_ext::linear/MatMul                                                   9.384
__module.model.layers.6/aten::add/Add_1                                                                       0.065
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1                                                  0.053
__module.model.layers.7.self_attn.q_proj/ov_ext::linear/MatMul                                                1.927
__module.model.layers.7.self_attn/aten::view/Reshape                                                          0.010
__module.model.layers.7.self_attn/aten::add/Add                                                               0.087
__module.model.layers.7.self_attn.k_proj/ov_ext::linear/MatMul                                                0.447
__module.model.layers.7.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.7.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.7.self_attn.v_proj/ov_ext::linear/MatMul                                                0.455
__module.model.layers.7.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.7.self_attn/aten::transpose/Transpose_2                                                 0.015
__module.model.layers.7.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.940
__module.model.layers.7.self_attn/aten::transpose/Transpose_3                                                 0.047
__module.model.layers.7.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.7.self_attn.o_proj/ov_ext::linear/MatMul                                                1.703
__module.model.layers.7/aten::add/Add                                                                         0.054
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1                                         0.050
__module.model.layers.7.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.816
__module.model.layers.7.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.7.mlp.up_proj/ov_ext::linear/MatMul                                                     6.532
__module.model.layers.7.mlp/aten::mul/Multiply                                                                0.219
__module.model.layers.7.mlp.down_proj/ov_ext::linear/MatMul                                                   9.344
__module.model.layers.7/aten::add/Add_1                                                                       0.062
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1                                                  0.053
__module.model.layers.8.self_attn.q_proj/ov_ext::linear/MatMul                                                1.736
__module.model.layers.8.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.8.self_attn/aten::add/Add                                                               0.092
__module.model.layers.8.self_attn.k_proj/ov_ext::linear/MatMul                                                0.447
__module.model.layers.8.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.8.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.8.self_attn.v_proj/ov_ext::linear/MatMul                                                0.475
__module.model.layers.8.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.8.self_attn/aten::transpose/Transpose_2                                                 0.013
__module.model.layers.8.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.927
__module.model.layers.8.self_attn/aten::transpose/Transpose_3                                                 0.057
__module.model.layers.8.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.8.self_attn.o_proj/ov_ext::linear/MatMul                                                1.862
__module.model.layers.8/aten::add/Add                                                                         0.057
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1                                         0.050
__module.model.layers.8.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.118
__module.model.layers.8.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.8.mlp.up_proj/ov_ext::linear/MatMul                                                     6.733
__module.model.layers.8.mlp/aten::mul/Multiply                                                                0.220
__module.model.layers.8.mlp.down_proj/ov_ext::linear/MatMul                                                   9.583
__module.model.layers.8/aten::add/Add_1                                                                       0.064
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1                                                  0.053
__module.model.layers.9.self_attn.q_proj/ov_ext::linear/MatMul                                                1.681
__module.model.layers.9.self_attn/aten::view/Reshape                                                          0.010
__module.model.layers.9.self_attn/aten::add/Add                                                               0.089
__module.model.layers.9.self_attn.k_proj/ov_ext::linear/MatMul                                                0.465
__module.model.layers.9.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.9.self_attn/aten::add/Add_1                                                             0.031
__module.model.layers.9.self_attn.v_proj/ov_ext::linear/MatMul                                                0.482
__module.model.layers.9.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.9.self_attn/aten::transpose/Transpose_2                                                 0.016
__module.model.layers.9.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.900
__module.model.layers.9.self_attn/aten::transpose/Transpose_3                                                 0.044
__module.model.layers.9.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.9.self_attn.o_proj/ov_ext::linear/MatMul                                                1.779
__module.model.layers.9/aten::add/Add                                                                         0.053
__module.model.layers.9.post_attention_layernorm/aten::mul/Multiply_1                                         0.046
__module.model.layers.9.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.800
__module.model.layers.9.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.9.mlp.up_proj/ov_ext::linear/MatMul                                                     6.204
__module.model.layers.9.mlp/aten::mul/Multiply                                                                0.214
__module.model.layers.9.mlp.down_proj/ov_ext::linear/MatMul                                                   9.252
__module.model.layers.9/aten::add/Add_1                                                                       0.062
__module.model.layers.10.input_layernorm/aten::mul/Multiply_1                                                 0.053
__module.model.layers.10.self_attn.q_proj/ov_ext::linear/MatMul                                               1.593
__module.model.layers.10.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.10.self_attn/aten::add/Add                                                              0.088
__module.model.layers.10.self_attn.k_proj/ov_ext::linear/MatMul                                               0.456
__module.model.layers.10.self_attn/aten::view/Reshape_1                                                       0.009
__module.model.layers.10.self_attn/aten::add/Add_1                                                            0.029
__module.model.layers.10.self_attn.v_proj/ov_ext::linear/MatMul                                               0.470
__module.model.layers.10.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.10.self_attn/aten::transpose/Transpose_2                                                0.015
__module.model.layers.10.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.986
__module.model.layers.10.self_attn/aten::transpose/Transpose_3                                                0.043
__module.model.layers.10.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.10.self_attn.o_proj/ov_ext::linear/MatMul                                               1.614
__module.model.layers.10/aten::add/Add                                                                        0.054
__module.model.layers.10.post_attention_layernorm/aten::mul/Multiply_1                                        0.049
__module.model.layers.10.mlp.gate_proj/ov_ext::linear/MatMul                                                  7.336
__module.model.layers.10.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.10.mlp.up_proj/ov_ext::linear/MatMul                                                    6.749
__module.model.layers.10.mlp/aten::mul/Multiply                                                               0.221
__module.model.layers.10.mlp.down_proj/ov_ext::linear/MatMul                                                  9.297
__module.model.layers.10/aten::add/Add_1                                                                      0.065
__module.model.layers.11.input_layernorm/aten::mul/Multiply_1                                                 0.052
__module.model.layers.11.self_attn.q_proj/ov_ext::linear/MatMul                                               1.917
__module.model.layers.11.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.11.self_attn/aten::add/Add                                                              0.089
__module.model.layers.11.self_attn.k_proj/ov_ext::linear/MatMul                                               0.454
__module.model.layers.11.self_attn/aten::view/Reshape_1                                                       0.006
__module.model.layers.11.self_attn/aten::add/Add_1                                                            0.028
__module.model.layers.11.self_attn.v_proj/ov_ext::linear/MatMul                                               0.580
__module.model.layers.11.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.11.self_attn/aten::transpose/Transpose_2                                                0.030
__module.model.layers.11.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               1.256
__module.model.layers.11.self_attn/aten::transpose/Transpose_3                                                0.083
__module.model.layers.11.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.11.self_attn.o_proj/ov_ext::linear/MatMul                                               1.687
__module.model.layers.11/aten::add/Add                                                                        0.098
__module.model.layers.11.post_attention_layernorm/aten::mul/Multiply_1                                        0.050
__module.model.layers.11.mlp.gate_proj/ov_ext::linear/MatMul                                                  7.094
__module.model.layers.11.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.11.mlp.up_proj/ov_ext::linear/MatMul                                                    6.690
__module.model.layers.11.mlp/aten::mul/Multiply                                                               0.345
__module.model.layers.11.mlp.down_proj/ov_ext::linear/MatMul                                                  9.288
__module.model.layers.11/aten::add/Add_1                                                                      0.058
__module.model.layers.12.input_layernorm/aten::mul/Multiply_1                                                 0.056
__module.model.layers.12.self_attn.q_proj/ov_ext::linear/MatMul                                               1.720
__module.model.layers.12.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.12.self_attn/aten::add/Add                                                              0.092
__module.model.layers.12.self_attn.k_proj/ov_ext::linear/MatMul                                               0.472
__module.model.layers.12.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.12.self_attn/aten::add/Add_1                                                            0.029
__module.model.layers.12.self_attn.v_proj/ov_ext::linear/MatMul                                               1.983
__module.model.layers.12.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.12.self_attn/aten::transpose/Transpose_2                                                0.017
__module.model.layers.12.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.931
__module.model.layers.12.self_attn/aten::transpose/Transpose_3                                                0.059
__module.model.layers.12.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.12.self_attn.o_proj/ov_ext::linear/MatMul                                               1.728
__module.model.layers.12/aten::add/Add                                                                        0.055
__module.model.layers.12.post_attention_layernorm/aten::mul/Multiply_1                                        0.050
__module.model.layers.12.mlp.gate_proj/ov_ext::linear/MatMul                                                  7.093
__module.model.layers.12.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.12.mlp.up_proj/ov_ext::linear/MatMul                                                    6.788
__module.model.layers.12.mlp/aten::mul/Multiply                                                               0.332
__module.model.layers.12.mlp.down_proj/ov_ext::linear/MatMul                                                  9.143
__module.model.layers.12/aten::add/Add_1                                                                      0.060
__module.model.layers.13.input_layernorm/aten::mul/Multiply_1                                                 0.052
__module.model.layers.13.self_attn.q_proj/ov_ext::linear/MatMul                                               1.833
__module.model.layers.13.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.13.self_attn/aten::add/Add                                                              0.097
__module.model.layers.13.self_attn.k_proj/ov_ext::linear/MatMul                                               0.480
__module.model.layers.13.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.13.self_attn/aten::add/Add_1                                                            0.028
__module.model.layers.13.self_attn.v_proj/ov_ext::linear/MatMul                                               0.501
__module.model.layers.13.self_attn/aten::view/Reshape_2                                                       0.006
__module.model.layers.13.self_attn/aten::transpose/Transpose_2                                                0.013
__module.model.layers.13.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.859
__module.model.layers.13.self_attn/aten::transpose/Transpose_3                                                0.042
__module.model.layers.13.self_attn/aten::reshape/Reshape_2                                                    0.005
__module.model.layers.13.self_attn.o_proj/ov_ext::linear/MatMul                                               1.681
__module.model.layers.13/aten::add/Add                                                                        0.050
__module.model.layers.13.post_attention_layernorm/aten::mul/Multiply_1                                        0.049
__module.model.layers.13.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.787
__module.model.layers.13.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.13.mlp.up_proj/ov_ext::linear/MatMul                                                    6.302
__module.model.layers.13.mlp/aten::mul/Multiply                                                               0.212
__module.model.layers.13.mlp.down_proj/ov_ext::linear/MatMul                                                  9.239
__module.model.layers.13/aten::add/Add_1                                                                      0.061
__module.model.layers.14.input_layernorm/aten::mul/Multiply_1                                                 0.051
__module.model.layers.14.self_attn.q_proj/ov_ext::linear/MatMul                                               1.963
__module.model.layers.14.self_attn/aten::view/Reshape                                                         0.008
__module.model.layers.14.self_attn/aten::add/Add                                                              0.092
__module.model.layers.14.self_attn.k_proj/ov_ext::linear/MatMul                                               0.458
__module.model.layers.14.self_attn/aten::view/Reshape_1                                                       0.006
__module.model.layers.14.self_attn/aten::add/Add_1                                                            0.028
__module.model.layers.14.self_attn.v_proj/ov_ext::linear/MatMul                                               0.464
__module.model.layers.14.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.14.self_attn/aten::transpose/Transpose_2                                                0.017
__module.model.layers.14.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.893
__module.model.layers.14.self_attn/aten::transpose/Transpose_3                                                0.042
__module.model.layers.14.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.14.self_attn.o_proj/ov_ext::linear/MatMul                                               1.775
__module.model.layers.14/aten::add/Add                                                                        0.051
__module.model.layers.14.post_attention_layernorm/aten::mul/Multiply_1                                        0.046
__module.model.layers.14.mlp.gate_proj/ov_ext::linear/MatMul                                                  6.921
__module.model.layers.14.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.14.mlp.up_proj/ov_ext::linear/MatMul                                                    6.400
