
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze                                                   0.006
__module.model.rotary_emb/aten::sin/Sin                                                                       0.031
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_1                                                 0.005
__module.model.layers.0.self_attn/aten::add/Add                                                               0.195
Multiply_46296                                                                                                0.086
Clamp_46298                                                                                                   0.000
Convert_46299                                                                                                 0.116
Convert_46300                                                                                                 0.067
__module.model.layers.0.self_attn/aten::add/Add/fc_output_0                                                   0.124
Multiply_32473                                                                                                0.000
beam_idx                                                                                                      0.005
Gather_49751                                                                                                  0.005
__module.model.layers.0.self_attn.k_proj/ov_ext::linear/MatMul                                                0.508
__module.model.layers.0.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.0.self_attn/aten::add/Add_1                                                             0.059
__module.model.layers.0.self_attn/aten::cat/Concat_2                                                          0.068
Multiply_46305                                                                                                0.027
Clamp_46307                                                                                                   0.000
Convert_46308                                                                                                 0.019
Convert_46309                                                                                                 0.021
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
__module.model.layers.0.self_attn/aten::size/ShapeOf_2                                                        0.006
Gather_39482                                                                                                  0.007
ShapeOf_31488                                                                                                 0.004
Gather_31491                                                                                                  0.004
Reshape_31508                                                                                                 0.005
Gather_31495                                                                                                  0.004
Reshape_31500                                                                                                 0.004
Add_44527                                                                                                     0.006
__module.model.layers.0.self_attn/prim::ListConstruct_2                                                       0.006
Broadcast_38804                                                                                               0.256
Broadcast_38804_f32_bf16___module.model.layers.0.self_attn/aten::expand/Broadcast                             0.154
__module.model.layers.0.self_attn/aten::expand/Broadcast                                                      0.172
__module.model.layers.0.self_attn/aten::reshape/Reshape                                                       0.006
MatMul_32474                                                                                                  0.294
__module.model/aten::add/Add_1                                                                                0.009
__module.model/aten::arange/Range_1                                                                           0.009
__module.model/aten::unsqueeze/Unsqueeze_2                                                                    0.006
__module.model/aten::add/Add                                                                                  0.005
__module.model/aten::arange/Range                                                                             0.007
__module.model/aten::unsqueeze/Unsqueeze_5                                                                    0.005
attention_mask                                                                                                0.004
Convert_37452                                                                                                 0.007
Abs_37453                                                                                                     0.005
Clamp_37454                                                                                                   0.000
__module.model/aten::to/Convert_1                                                                             0.006
ShapeOf_37456                                                                                                 0.006
__module.model/aten::index/ReduceProd                                                                         0.008
__module.model/aten::index/Concat                                                                             0.005
__module.model/aten::index/Reshape                                                                            0.004
Squeeze_31496                                                                                                 0.006
__module.model/aten::arange/Range_2                                                                           0.006
__module.model/aten::unsqueeze/Unsqueeze_8                                                                    0.005
__module.model/aten::index/Split                                                                              0.004
__module.model/aten::index/Multiply                                                                           0.006
__module.model/aten::index/Add                                                                                0.000
__module.model/aten::index/Gather                                                                             0.009
__module.model/aten::index/Reshape_8                                                                          0.005
ShapeOf_37509                                                                                                 0.004
__module.model/aten::index/Reshape_12                                                                         0.005
Unsqueeze_209                                                                                                 0.004
__module.model/prim::ListConstruct                                                                            0.005
Broadcast_38810                                                                                               0.005
__module.model/aten::le/LessEqual                                                                             0.017
__module.model/aten::__and__/BitwiseAnd                                                                       0.000
__module.model/aten::__and__/BitwiseAnd_1                                                                     0.000
__module.model/aten::expand/Broadcast                                                                         0.000
__module.model/aten::where/Select                                                                             0.000
__module.model.layers.0.self_attn/aten::slice/Slice_15                                                        0.011
Add_32476                                                                                                     0.325
Softmax_32477                                                                                                 0.356
Gather_49754                                                                                                  0.007
__module.model.layers.0.self_attn.v_proj/ov_ext::linear/MatMul                                                0.476
__module.model.layers.0.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.0.self_attn/aten::transpose/Transpose_2                                                 0.021
__module.model.layers.0.self_attn/aten::cat/Concat_3                                                          0.065
Multiply_46314                                                                                                0.025
Clamp_46316                                                                                                   0.000
Convert_46317                                                                                                 0.022
Convert_46318                                                                                                 0.022
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_38816                                                                                               0.052
Broadcast_38816_f32_bf16___module.model.layers.0.self_attn/aten::expand/Broadcast_1                           0.058
__module.model.layers.0.self_attn/aten::expand/Broadcast_1                                                    0.169
__module.model.layers.0.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.0.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.157
Multiply_46323                                                                                                0.000
Clamp_46325                                                                                                   0.000
Convert_46326                                                                                                 0.068
Convert_46327                                                                                                 0.070
__module.model.layers.0.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.065
__module.model.layers.0.self_attn/aten::transpose/Transpose_3                                                 0.031
__module.model.layers.0.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.0.self_attn.o_proj/ov_ext::linear/MatMul                                                1.680
__module.model.layers.0/aten::add/Add                                                                         0.112
__module.model.layers.0.post_attention_layernorm/aten::mul/Multiply_1                                         0.047
Multiply_46332                                                                                                0.146
Clamp_46334                                                                                                   0.000
Convert_46335                                                                                                 0.060
Convert_46336                                                                                                 0.061
__module.model.layers.0.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.043
__module.model.layers.0.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.993
__module.model.layers.0.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.0.mlp.up_proj/ov_ext::linear/MatMul                                                     7.329
__module.model.layers.0.mlp/aten::mul/Multiply                                                                0.569
Multiply_46341                                                                                                0.000
Clamp_46343                                                                                                   0.000
Convert_46344                                                                                                 0.255
Convert_46345                                                                                                 0.257
__module.model.layers.0.mlp/aten::mul/Multiply/fc_output_0                                                    0.231
__module.model.layers.0.mlp.down_proj/ov_ext::linear/MatMul                                                   9.149
__module.model.layers.0/aten::add/Add_1                                                                       0.069
__module.model.layers.1.input_layernorm/aten::mul/Multiply_1                                                  0.051
Multiply_46350                                                                                                0.051
Clamp_46352                                                                                                   0.000
Convert_46353                                                                                                 0.056
Convert_46354                                                                                                 0.064
__module.model.layers.1.input_layernorm/aten::mul/Multiply_1/fc_output_0                                      0.044
__module.model.layers.1.self_attn.q_proj/ov_ext::linear/MatMul                                                1.811
__module.model.layers.1.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.1.self_attn/aten::add/Add                                                               0.093
Multiply_46359                                                                                                0.077
Clamp_46361                                                                                                   0.000
Convert_46362                                                                                                 0.060
Convert_46363                                                                                                 0.065
__module.model.layers.1.self_attn/aten::add/Add/fc_output_0                                                   0.071
Multiply_32508                                                                                                0.000
Gather_49757                                                                                                  0.005
__module.model.layers.1.self_attn.k_proj/ov_ext::linear/MatMul                                                0.467
__module.model.layers.1.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.1.self_attn/aten::add/Add_1                                                             0.028
__module.model.layers.1.self_attn/aten::cat/Concat_2                                                          0.040
Multiply_46368                                                                                                0.022
Clamp_46370                                                                                                   0.000
Convert_46371                                                                                                 0.021
Convert_46372                                                                                                 0.021
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_38822                                                                                               0.048
Broadcast_38822_f32_bf16___module.model.layers.1.self_attn/aten::expand/Broadcast                             0.145
__module.model.layers.1.self_attn/aten::expand/Broadcast                                                      0.067
__module.model.layers.1.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_32509                                                                                                  0.296
Add_32511                                                                                                     0.105
Softmax_32512                                                                                                 0.364
Gather_49760                                                                                                  0.007
__module.model.layers.1.self_attn.v_proj/ov_ext::linear/MatMul                                                0.450
__module.model.layers.1.self_attn/aten::view/Reshape_2                                                        0.006
__module.model.layers.1.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.1.self_attn/aten::cat/Concat_3                                                          0.041
Multiply_46377                                                                                                0.024
Clamp_46379                                                                                                   0.000
Convert_46380                                                                                                 0.021
Convert_46381                                                                                                 0.022
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_38828                                                                                               0.047
Broadcast_38828_f32_bf16___module.model.layers.1.self_attn/aten::expand/Broadcast_1                           0.056
__module.model.layers.1.self_attn/aten::expand/Broadcast_1                                                    0.068
__module.model.layers.1.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.1.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.156
Multiply_46386                                                                                                0.000
Clamp_46388                                                                                                   0.000
Convert_46389                                                                                                 0.066
Convert_46390                                                                                                 0.071
__module.model.layers.1.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.063
__module.model.layers.1.self_attn/aten::transpose/Transpose_3                                                 0.028
__module.model.layers.1.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.1.self_attn.o_proj/ov_ext::linear/MatMul                                                1.585
__module.model.layers.1/aten::add/Add                                                                         0.054
__module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1                                         0.047
Multiply_46395                                                                                                0.145
Clamp_46397                                                                                                   0.000
Convert_46398                                                                                                 0.060
Convert_46399                                                                                                 0.061
__module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.043
__module.model.layers.1.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.281
__module.model.layers.1.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.1.mlp.up_proj/ov_ext::linear/MatMul                                                     6.858
__module.model.layers.1.mlp/aten::mul/Multiply                                                                0.244
Multiply_46404                                                                                                0.000
Clamp_46406                                                                                                   0.000
Convert_46407                                                                                                 0.214
Convert_46408                                                                                                 0.237
__module.model.layers.1.mlp/aten::mul/Multiply/fc_output_0                                                    0.204
__module.model.layers.1.mlp.down_proj/ov_ext::linear/MatMul                                                   9.182
__module.model.layers.1/aten::add/Add_1                                                                       0.060
__module.model.layers.2.input_layernorm/aten::mul/Multiply_1                                                  0.050
Multiply_46413                                                                                                0.045
Clamp_46415                                                                                                   0.000
Convert_46416                                                                                                 0.057
Convert_46417                                                                                                 0.064
__module.model.layers.2.input_layernorm/aten::mul/Multiply_1/fc_output_0                                      0.044
__module.model.layers.2.self_attn.q_proj/ov_ext::linear/MatMul                                                1.595
__module.model.layers.2.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.2.self_attn/aten::add/Add                                                               0.089
Multiply_46422                                                                                                0.075
Clamp_46424                                                                                                   0.000
Convert_46425                                                                                                 0.063
Convert_46426                                                                                                 0.064
__module.model.layers.2.self_attn/aten::add/Add/fc_output_0                                                   0.065
Multiply_32543                                                                                                0.000
Gather_49763                                                                                                  0.005
__module.model.layers.2.self_attn.k_proj/ov_ext::linear/MatMul                                                0.456
__module.model.layers.2.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.2.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.2.self_attn/aten::cat/Concat_2                                                          0.041
Multiply_46431                                                                                                0.021
Clamp_46433                                                                                                   0.000
Convert_46434                                                                                                 0.019
Convert_46435                                                                                                 0.028
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_38834                                                                                               0.048
Broadcast_38834_f32_bf16___module.model.layers.2.self_attn/aten::expand/Broadcast                             0.053
__module.model.layers.2.self_attn/aten::expand/Broadcast                                                      0.072
__module.model.layers.2.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_32544                                                                                                  0.145
Add_32546                                                                                                     0.100
Softmax_32547                                                                                                 0.364
Gather_49766                                                                                                  0.007
__module.model.layers.2.self_attn.v_proj/ov_ext::linear/MatMul                                                0.451
__module.model.layers.2.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.2.self_attn/aten::transpose/Transpose_2                                                 0.018
__module.model.layers.2.self_attn/aten::cat/Concat_3                                                          0.041
Multiply_46440                                                                                                0.024
Clamp_46442                                                                                                   0.000
Convert_46443                                                                                                 0.020
Convert_46444                                                                                                 0.021
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_38840                                                                                               0.049
Broadcast_38840_f32_bf16___module.model.layers.2.self_attn/aten::expand/Broadcast_1                           0.057
__module.model.layers.2.self_attn/aten::expand/Broadcast_1                                                    0.067
__module.model.layers.2.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.2.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.158
Multiply_46449                                                                                                0.000
Clamp_46451                                                                                                   0.000
Convert_46452                                                                                                 0.068
Convert_46453                                                                                                 0.069
__module.model.layers.2.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.064
__module.model.layers.2.self_attn/aten::transpose/Transpose_3                                                 0.027
__module.model.layers.2.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.2.self_attn.o_proj/ov_ext::linear/MatMul                                                1.582
__module.model.layers.2/aten::add/Add                                                                         0.054
__module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1                                         0.046
Multiply_46458                                                                                                0.146
Clamp_46460                                                                                                   0.000
Convert_46461                                                                                                 0.062
Convert_46462                                                                                                 0.062
__module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.043
__module.model.layers.2.mlp.gate_proj/ov_ext::linear/MatMul                                                   7.408
__module.model.layers.2.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.2.mlp.up_proj/ov_ext::linear/MatMul                                                     6.552
__module.model.layers.2.mlp/aten::mul/Multiply                                                                0.244
Multiply_46467                                                                                                0.000
Clamp_46469                                                                                                   0.000
Convert_46470                                                                                                 0.213
Convert_46471                                                                                                 0.247
__module.model.layers.2.mlp/aten::mul/Multiply/fc_output_0                                                    0.222
__module.model.layers.2.mlp.down_proj/ov_ext::linear/MatMul                                                   9.261
__module.model.layers.2/aten::add/Add_1                                                                       0.061
__module.model.layers.3.input_layernorm/aten::mul/Multiply_1                                                  0.051
Multiply_46476                                                                                                0.045
Clamp_46478                                                                                                   0.000
Convert_46479                                                                                                 0.056
Convert_46480                                                                                                 0.062
__module.model.layers.3.input_layernorm/aten::mul/Multiply_1/fc_output_0                                      0.043
__module.model.layers.3.self_attn.q_proj/ov_ext::linear/MatMul                                                1.616
__module.model.layers.3.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.3.self_attn/aten::add/Add                                                               0.085
Multiply_46485                                                                                                0.072
Clamp_46487                                                                                                   0.000
Convert_46488                                                                                                 0.061
Convert_46489                                                                                                 0.063
__module.model.layers.3.self_attn/aten::add/Add/fc_output_0                                                   0.064
Multiply_32578                                                                                                0.000
Gather_49769                                                                                                  0.005
__module.model.layers.3.self_attn.k_proj/ov_ext::linear/MatMul                                                0.453
__module.model.layers.3.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.3.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.3.self_attn/aten::cat/Concat_2                                                          0.064
Multiply_46494                                                                                                0.021
Clamp_46496                                                                                                   0.000
Convert_46497                                                                                                 0.019
Convert_46498                                                                                                 0.021
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_38846                                                                                               0.049
Broadcast_38846_f32_bf16___module.model.layers.3.self_attn/aten::expand/Broadcast                             0.055
__module.model.layers.3.self_attn/aten::expand/Broadcast                                                      0.062
__module.model.layers.3.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_32579                                                                                                  0.145
Add_32581                                                                                                     0.098
Softmax_32582                                                                                                 0.369
Gather_49772                                                                                                  0.007
__module.model.layers.3.self_attn.v_proj/ov_ext::linear/MatMul                                                0.437
__module.model.layers.3.self_attn/aten::view/Reshape_2                                                        0.006
__module.model.layers.3.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.3.self_attn/aten::cat/Concat_3                                                          0.044
Multiply_46503                                                                                                0.023
Clamp_46505                                                                                                   0.000
Convert_46506                                                                                                 0.020
Convert_46507                                                                                                 0.022
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.020
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.004
Broadcast_38852                                                                                               0.048
Broadcast_38852_f32_bf16___module.model.layers.3.self_attn/aten::expand/Broadcast_1                           0.055
__module.model.layers.3.self_attn/aten::expand/Broadcast_1                                                    0.072
__module.model.layers.3.self_attn/aten::reshape/Reshape_1                                                     0.005
__module.model.layers.3.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.153
Multiply_46512                                                                                                0.000
Clamp_46514                                                                                                   0.000
Convert_46515                                                                                                 0.070
Convert_46516                                                                                                 0.070
__module.model.layers.3.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.065
__module.model.layers.3.self_attn/aten::transpose/Transpose_3                                                 0.030
__module.model.layers.3.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.3.self_attn.o_proj/ov_ext::linear/MatMul                                                1.769
__module.model.layers.3/aten::add/Add                                                                         0.052
__module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1                                         0.049
Multiply_46521                                                                                                0.046
Clamp_46523                                                                                                   0.000
Convert_46524                                                                                                 0.056
Convert_46525                                                                                                 0.062
__module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.043
__module.model.layers.3.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.618
__module.model.layers.3.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.3.mlp.up_proj/ov_ext::linear/MatMul                                                     6.494
__module.model.layers.3.mlp/aten::mul/Multiply                                                                0.239
Multiply_46530                                                                                                0.000
Clamp_46532                                                                                                   0.000
Convert_46533                                                                                                 0.213
Convert_46534                                                                                                 0.238
__module.model.layers.3.mlp/aten::mul/Multiply/fc_output_0                                                    0.210
__module.model.layers.3.mlp.down_proj/ov_ext::linear/MatMul                                                   9.280
__module.model.layers.3/aten::add/Add_1                                                                       0.061
__module.model.layers.4.input_layernorm/aten::mul/Multiply_1                                                  0.051
Multiply_46539                                                                                                0.062
Clamp_46541                                                                                                   0.000
Convert_46542                                                                                                 0.056
Convert_46543                                                                                                 0.062
__module.model.layers.4.input_layernorm/aten::mul/Multiply_1/fc_output_0                                      0.045
__module.model.layers.4.self_attn.q_proj/ov_ext::linear/MatMul                                                1.683
__module.model.layers.4.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.4.self_attn/aten::add/Add                                                               0.092
Multiply_46548                                                                                                0.073
Clamp_46550                                                                                                   0.000
Convert_46551                                                                                                 0.057
Convert_46552                                                                                                 0.063
__module.model.layers.4.self_attn/aten::add/Add/fc_output_0                                                   0.064
Multiply_32613                                                                                                0.000
Gather_49775                                                                                                  0.005
__module.model.layers.4.self_attn.k_proj/ov_ext::linear/MatMul                                                0.466
__module.model.layers.4.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.4.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.4.self_attn/aten::cat/Concat_2                                                          0.039
Multiply_46557                                                                                                0.021
Clamp_46559                                                                                                   0.000
Convert_46560                                                                                                 0.020
Convert_46561                                                                                                 0.021
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_38858                                                                                               0.048
Broadcast_38858_f32_bf16___module.model.layers.4.self_attn/aten::expand/Broadcast                             0.052
__module.model.layers.4.self_attn/aten::expand/Broadcast                                                      0.063
__module.model.layers.4.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_32614                                                                                                  0.144
Add_32616                                                                                                     0.099
Softmax_32617                                                                                                 0.380
Gather_49778                                                                                                  0.007
__module.model.layers.4.self_attn.v_proj/ov_ext::linear/MatMul                                                0.428
__module.model.layers.4.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.4.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.4.self_attn/aten::cat/Concat_3                                                          0.040
Multiply_46566                                                                                                0.025
Clamp_46568                                                                                                   0.000
Convert_46569                                                                                                 0.021
Convert_46570                                                                                                 0.021
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_38864                                                                                               0.048
Broadcast_38864_f32_bf16___module.model.layers.4.self_attn/aten::expand/Broadcast_1                           0.056
__module.model.layers.4.self_attn/aten::expand/Broadcast_1                                                    0.067
__module.model.layers.4.self_attn/aten::reshape/Reshape_1                                                     0.005
__module.model.layers.4.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.152
Multiply_46575                                                                                                0.000
Clamp_46577                                                                                                   0.000
Convert_46578                                                                                                 0.065
Convert_46579                                                                                                 0.068
__module.model.layers.4.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention/fc_output_0          0.063
__module.model.layers.4.self_attn/aten::transpose/Transpose_3                                                 0.027
__module.model.layers.4.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.4.self_attn.o_proj/ov_ext::linear/MatMul                                                1.632
__module.model.layers.4/aten::add/Add                                                                         0.052
__module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1                                         0.046
Multiply_46584                                                                                                0.046
Clamp_46586                                                                                                   0.000
Convert_46587                                                                                                 0.056
Convert_46588                                                                                                 0.062
__module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1/fc_output_0                             0.042
__module.model.layers.4.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.623
__module.model.layers.4.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.4.mlp.up_proj/ov_ext::linear/MatMul                                                     6.609
__module.model.layers.4.mlp/aten::mul/Multiply                                                                0.235
Multiply_46593                                                                                                0.000
Clamp_46595                                                                                                   0.000
Convert_46596                                                                                                 0.215
Convert_46597                                                                                                 0.238
__module.model.layers.4.mlp/aten::mul/Multiply/fc_output_0                                                    0.224
__module.model.layers.4.mlp.down_proj/ov_ext::linear/MatMul                                                   9.343
__module.model.layers.4/aten::add/Add_1                                                                       0.059
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1                                                  0.053
Multiply_46602                                                                                                0.052
Clamp_46604                                                                                                   0.000
Convert_46605                                                                                                 0.057
Convert_46606                                                                                                 0.064
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1/fc_output_0                                      0.044
__module.model.layers.5.self_attn.q_proj/ov_ext::linear/MatMul                                                1.728
__module.model.layers.5.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.5.self_attn/aten::add/Add                                                               0.087
Multiply_46611                                                                                                0.074
Clamp_46613                                                                                                   0.000
Convert_46614                                                                                                 0.057
Convert_46615                                                                                                 0.069
__module.model.layers.5.self_attn/aten::add/Add/fc_output_0                                                   0.065
Multiply_32648                                                                                                0.000
Gather_49781                                                                                                  0.005
__module.model.layers.5.self_attn.k_proj/ov_ext::linear/MatMul                                                0.454
__module.model.layers.5.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.5.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.5.self_attn/aten::cat/Concat_2                                                          0.039
Multiply_46620                                                                                                0.021
Clamp_46622                                                                                                   0.000
Convert_46623                                                                                                 0.020
Convert_46624                                                                                                 0.020
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.020
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_38870                                                                                               0.048
Broadcast_38870_f32_bf16___module.model.layers.5.self_attn/aten::expand/Broadcast                             0.053
__module.model.layers.5.self_attn/aten::expand/Broadcast                                                      0.064
__module.model.layers.5.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_32649                                                                                                  0.147
Add_32651                                                                                                     0.097
Softmax_32652                                                                                                 0.361
Gather_49784                                                                                                  0.006
__module.model.layers.5.self_attn.v_proj/ov_ext::linear/MatMul                                                0.429
__module.model.layers.5.self_attn/aten::view/Reshape_2                                                        0.006
__module.model.layers.5.self_attn/aten::transpose/Transpose_2                                                 0.015
__module.model.layers.5.self_attn/aten::cat/Concat_3                                                          0.040
Multiply_46629                                                                                                0.022
Clamp_46631                                                                                                   0.000
Convert_46632                                                                                                 0.020
Convert_46633                                                                                                 0.023
__module.model.layers.5.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.020
