
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze                                                   0.006
__module.model.rotary_emb/aten::sin/Sin                                                                       0.028
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_1                                                 0.005
__module.model.layers.0.self_attn/aten::add/Add                                                               0.153
__module.model.layers.0.self_attn.k_proj/ov_ext::linear/MatMul                                                0.492
__module.model.layers.0.self_attn/aten::view/Reshape_1                                                        0.008
__module.model.layers.0.self_attn/aten::add/Add_1                                                             0.035
__module.model.layers.0.self_attn.v_proj/ov_ext::linear/MatMul                                                0.483
__module.model.layers.0.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.0.self_attn/aten::transpose/Transpose_2                                                 0.025
Gather_30551                                                                                                  0.005
ShapeOf_30558                                                                                                 0.005
Gather_30561                                                                                                  0.004
__module.model/aten::add/Add_1                                                                                0.008
__module.model/aten::arange/Range_1                                                                           0.008
__module.model/aten::unsqueeze/Unsqueeze_2                                                                    0.005
__module.model/aten::add/Add                                                                                  0.005
__module.model/aten::arange/Range                                                                             0.007
__module.model/aten::unsqueeze/Unsqueeze_5                                                                    0.005
attention_mask                                                                                                0.004
Convert_35405                                                                                                 0.007
Abs_35406                                                                                                     0.006
Clamp_35407                                                                                                   0.000
__module.model/aten::to/Convert_1                                                                             0.006
ShapeOf_35409                                                                                                 0.005
__module.model/aten::index/ReduceProd                                                                         0.008
__module.model/aten::index/Concat                                                                             0.005
__module.model/aten::index/Reshape                                                                            0.004
Squeeze_30562                                                                                                 0.005
__module.model/aten::arange/Range_2                                                                           0.006
__module.model/aten::unsqueeze/Unsqueeze_8                                                                    0.004
__module.model/aten::index/Split                                                                              0.004
__module.model/aten::index/Multiply                                                                           0.006
__module.model/aten::index/Add                                                                                0.000
__module.model/aten::index/Gather                                                                             0.008
__module.model/aten::index/Reshape_8                                                                          0.004
ShapeOf_35462                                                                                                 0.004
__module.model/aten::index/Reshape_12                                                                         0.004
Reshape_30566                                                                                                 0.004
Unsqueeze_209                                                                                                 0.004
__module.model/prim::ListConstruct                                                                            0.006
Broadcast_36588                                                                                               0.006
__module.model/aten::le/LessEqual                                                                             0.018
__module.model/aten::__and__/BitwiseAnd                                                                       0.000
__module.model/aten::__and__/BitwiseAnd_1                                                                     0.000
__module.model/aten::expand/Broadcast                                                                         0.000
__module.model/aten::where/Select                                                                             0.000
Reshape_30570                                                                                                 0.004
Add_44527                                                                                                     0.005
__module.model.layers.0.self_attn/aten::slice/Slice_15                                                        0.008
beam_idx                                                                                                      0.011
__module.model.layers.0.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                1.070
__module.model.layers.0.self_attn/aten::transpose/Transpose_3                                                 0.059
__module.model.layers.0.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.0.self_attn.o_proj/ov_ext::linear/MatMul                                                1.917
__module.model.layers.0/aten::add/Add                                                                         0.077
__module.model.layers.0.post_attention_layernorm/aten::mul/Multiply_1                                         0.048
__module.model.layers.0.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.279
__module.model.layers.0.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.0.mlp.up_proj/ov_ext::linear/MatMul                                                     7.789
__module.model.layers.0.mlp/aten::mul/Multiply                                                                0.240
__module.model.layers.0.mlp.down_proj/ov_ext::linear/MatMul                                                   9.768
__module.model.layers.0/aten::add/Add_1                                                                       0.072
__module.model.layers.1.input_layernorm/aten::mul/Multiply_1                                                  0.051
__module.model.layers.1.self_attn.q_proj/ov_ext::linear/MatMul                                                1.843
__module.model.layers.1.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.1.self_attn/aten::add/Add                                                               0.096
__module.model.layers.1.self_attn.k_proj/ov_ext::linear/MatMul                                                0.504
__module.model.layers.1.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.1.self_attn/aten::add/Add_1                                                             0.038
__module.model.layers.1.self_attn.v_proj/ov_ext::linear/MatMul                                                0.729
__module.model.layers.1.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.1.self_attn/aten::transpose/Transpose_2                                                 0.042
__module.model.layers.1.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                1.386
__module.model.layers.1.self_attn/aten::transpose/Transpose_3                                                 0.102
__module.model.layers.1.self_attn/aten::reshape/Reshape_2                                                     0.007
__module.model.layers.1.self_attn.o_proj/ov_ext::linear/MatMul                                                2.213
__module.model.layers.1/aten::add/Add                                                                         0.113
__module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1                                         0.051
__module.model.layers.1.mlp.gate_proj/ov_ext::linear/MatMul                                                  10.452
__module.model.layers.1.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.1.mlp.up_proj/ov_ext::linear/MatMul                                                     9.780
__module.model.layers.1.mlp/aten::mul/Multiply                                                                0.446
__module.model.layers.1.mlp.down_proj/ov_ext::linear/MatMul                                                  10.003
__module.model.layers.1/aten::add/Add_1                                                                       0.069
__module.model.layers.2.input_layernorm/aten::mul/Multiply_1                                                  0.053
__module.model.layers.2.self_attn.q_proj/ov_ext::linear/MatMul                                                1.831
__module.model.layers.2.self_attn/aten::view/Reshape                                                          0.011
__module.model.layers.2.self_attn/aten::add/Add                                                               0.105
__module.model.layers.2.self_attn.k_proj/ov_ext::linear/MatMul                                                0.544
__module.model.layers.2.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.2.self_attn/aten::add/Add_1                                                             0.031
__module.model.layers.2.self_attn.v_proj/ov_ext::linear/MatMul                                                0.494
__module.model.layers.2.self_attn/aten::view/Reshape_2                                                        0.009
__module.model.layers.2.self_attn/aten::transpose/Transpose_2                                                 0.036
__module.model.layers.2.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.923
__module.model.layers.2.self_attn/aten::transpose/Transpose_3                                                 0.105
__module.model.layers.2.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.2.self_attn.o_proj/ov_ext::linear/MatMul                                                1.874
__module.model.layers.2/aten::add/Add                                                                         0.052
__module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1                                         0.050
__module.model.layers.2.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.501
__module.model.layers.2.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.2.mlp.up_proj/ov_ext::linear/MatMul                                                     8.535
__module.model.layers.2.mlp/aten::mul/Multiply                                                                0.366
__module.model.layers.2.mlp.down_proj/ov_ext::linear/MatMul                                                   9.401
__module.model.layers.2/aten::add/Add_1                                                                       0.067
__module.model.layers.3.input_layernorm/aten::mul/Multiply_1                                                  0.054
__module.model.layers.3.self_attn.q_proj/ov_ext::linear/MatMul                                                1.994
__module.model.layers.3.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.3.self_attn/aten::add/Add                                                               0.100
__module.model.layers.3.self_attn.k_proj/ov_ext::linear/MatMul                                                0.533
__module.model.layers.3.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.3.self_attn/aten::add/Add_1                                                             0.033
__module.model.layers.3.self_attn.v_proj/ov_ext::linear/MatMul                                                0.512
__module.model.layers.3.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.3.self_attn/aten::transpose/Transpose_2                                                 0.016
__module.model.layers.3.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.953
__module.model.layers.3.self_attn/aten::transpose/Transpose_3                                                 0.049
__module.model.layers.3.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.3.self_attn.o_proj/ov_ext::linear/MatMul                                                1.988
__module.model.layers.3/aten::add/Add                                                                         0.055
__module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1                                         0.047
__module.model.layers.3.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.578
__module.model.layers.3.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.3.mlp.up_proj/ov_ext::linear/MatMul                                                     8.344
__module.model.layers.3.mlp/aten::mul/Multiply                                                                0.219
__module.model.layers.3.mlp.down_proj/ov_ext::linear/MatMul                                                  10.042
__module.model.layers.3/aten::add/Add_1                                                                       0.065
__module.model.layers.4.input_layernorm/aten::mul/Multiply_1                                                  0.052
__module.model.layers.4.self_attn.q_proj/ov_ext::linear/MatMul                                                2.007
__module.model.layers.4.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.4.self_attn/aten::add/Add                                                               0.104
__module.model.layers.4.self_attn.k_proj/ov_ext::linear/MatMul                                                0.505
__module.model.layers.4.self_attn/aten::view/Reshape_1                                                        0.008
__module.model.layers.4.self_attn/aten::add/Add_1                                                             0.031
__module.model.layers.4.self_attn.v_proj/ov_ext::linear/MatMul                                                0.562
__module.model.layers.4.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.4.self_attn/aten::transpose/Transpose_2                                                 0.019
__module.model.layers.4.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.966
__module.model.layers.4.self_attn/aten::transpose/Transpose_3                                                 0.053
__module.model.layers.4.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.4.self_attn.o_proj/ov_ext::linear/MatMul                                                1.908
__module.model.layers.4/aten::add/Add                                                                         0.053
__module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1                                         0.050
__module.model.layers.4.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.571
__module.model.layers.4.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.4.mlp.up_proj/ov_ext::linear/MatMul                                                     8.649
__module.model.layers.4.mlp/aten::mul/Multiply                                                                0.214
__module.model.layers.4.mlp.down_proj/ov_ext::linear/MatMul                                                   9.784
__module.model.layers.4/aten::add/Add_1                                                                       0.064
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1                                                  0.054
__module.model.layers.5.self_attn.q_proj/ov_ext::linear/MatMul                                                2.049
__module.model.layers.5.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.5.self_attn/aten::add/Add                                                               0.092
__module.model.layers.5.self_attn.k_proj/ov_ext::linear/MatMul                                                0.447
__module.model.layers.5.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.5.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.5.self_attn.v_proj/ov_ext::linear/MatMul                                                0.500
__module.model.layers.5.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.5.self_attn/aten::transpose/Transpose_2                                                 0.016
__module.model.layers.5.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.905
__module.model.layers.5.self_attn/aten::transpose/Transpose_3                                                 0.048
__module.model.layers.5.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.5.self_attn.o_proj/ov_ext::linear/MatMul                                                2.011
__module.model.layers.5/aten::add/Add                                                                         0.059
__module.model.layers.5.post_attention_layernorm/aten::mul/Multiply_1                                         0.048
__module.model.layers.5.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.724
__module.model.layers.5.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.5.mlp.up_proj/ov_ext::linear/MatMul                                                     8.526
__module.model.layers.5.mlp/aten::mul/Multiply                                                                0.226
__module.model.layers.5.mlp.down_proj/ov_ext::linear/MatMul                                                  10.189
__module.model.layers.5/aten::add/Add_1                                                                       0.064
__module.model.layers.6.input_layernorm/aten::mul/Multiply_1                                                  0.054
__module.model.layers.6.self_attn.q_proj/ov_ext::linear/MatMul                                                2.023
__module.model.layers.6.self_attn/aten::view/Reshape                                                          0.011
__module.model.layers.6.self_attn/aten::add/Add                                                               0.110
__module.model.layers.6.self_attn.k_proj/ov_ext::linear/MatMul                                                0.549
__module.model.layers.6.self_attn/aten::view/Reshape_1                                                        0.006
__module.model.layers.6.self_attn/aten::add/Add_1                                                             0.032
__module.model.layers.6.self_attn.v_proj/ov_ext::linear/MatMul                                                0.505
__module.model.layers.6.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.6.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.6.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.893
__module.model.layers.6.self_attn/aten::transpose/Transpose_3                                                 0.044
__module.model.layers.6.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.6.self_attn.o_proj/ov_ext::linear/MatMul                                                2.079
__module.model.layers.6/aten::add/Add                                                                         0.053
__module.model.layers.6.post_attention_layernorm/aten::mul/Multiply_1                                         0.046
__module.model.layers.6.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.800
__module.model.layers.6.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.6.mlp.up_proj/ov_ext::linear/MatMul                                                     8.499
__module.model.layers.6.mlp/aten::mul/Multiply                                                                0.214
__module.model.layers.6.mlp.down_proj/ov_ext::linear/MatMul                                                   9.824
__module.model.layers.6/aten::add/Add_1                                                                       0.066
__module.model.layers.7.input_layernorm/aten::mul/Multiply_1                                                  0.053
__module.model.layers.7.self_attn.q_proj/ov_ext::linear/MatMul                                                2.106
__module.model.layers.7.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.7.self_attn/aten::add/Add                                                               0.100
__module.model.layers.7.self_attn.k_proj/ov_ext::linear/MatMul                                                0.532
__module.model.layers.7.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.7.self_attn/aten::add/Add_1                                                             0.034
__module.model.layers.7.self_attn.v_proj/ov_ext::linear/MatMul                                                0.497
__module.model.layers.7.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.7.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.7.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.899
__module.model.layers.7.self_attn/aten::transpose/Transpose_3                                                 0.049
__module.model.layers.7.self_attn/aten::reshape/Reshape_2                                                     0.007
__module.model.layers.7.self_attn.o_proj/ov_ext::linear/MatMul                                                1.855
__module.model.layers.7/aten::add/Add                                                                         0.056
__module.model.layers.7.post_attention_layernorm/aten::mul/Multiply_1                                         0.049
__module.model.layers.7.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.794
__module.model.layers.7.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.7.mlp.up_proj/ov_ext::linear/MatMul                                                     8.709
__module.model.layers.7.mlp/aten::mul/Multiply                                                                0.224
__module.model.layers.7.mlp.down_proj/ov_ext::linear/MatMul                                                  10.237
__module.model.layers.7/aten::add/Add_1                                                                       0.068
__module.model.layers.8.input_layernorm/aten::mul/Multiply_1                                                  0.056
__module.model.layers.8.self_attn.q_proj/ov_ext::linear/MatMul                                                2.139
__module.model.layers.8.self_attn/aten::view/Reshape                                                          0.010
__module.model.layers.8.self_attn/aten::add/Add                                                               0.101
__module.model.layers.8.self_attn.k_proj/ov_ext::linear/MatMul                                                0.470
__module.model.layers.8.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.8.self_attn/aten::add/Add_1                                                             0.032
__module.model.layers.8.self_attn.v_proj/ov_ext::linear/MatMul                                                0.562
__module.model.layers.8.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.8.self_attn/aten::transpose/Transpose_2                                                 0.020
__module.model.layers.8.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.924
__module.model.layers.8.self_attn/aten::transpose/Transpose_3                                                 0.048
__module.model.layers.8.self_attn/aten::reshape/Reshape_2                                                     0.007
__module.model.layers.8.self_attn.o_proj/ov_ext::linear/MatMul                                                1.941
__module.model.layers.8/aten::add/Add                                                                         0.053
__module.model.layers.8.post_attention_layernorm/aten::mul/Multiply_1                                         0.048
__module.model.layers.8.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.667
__module.model.layers.8.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.8.mlp.up_proj/ov_ext::linear/MatMul                                                     8.917
__module.model.layers.8.mlp/aten::mul/Multiply                                                                0.221
__module.model.layers.8.mlp.down_proj/ov_ext::linear/MatMul                                                   9.836
__module.model.layers.8/aten::add/Add_1                                                                       0.065
__module.model.layers.9.input_layernorm/aten::mul/Multiply_1                                                  0.055
__module.model.layers.9.self_attn.q_proj/ov_ext::linear/MatMul                                                1.952
__module.model.layers.9.self_attn/aten::view/Reshape                                                          0.009
__module.model.layers.9.self_attn/aten::add/Add                                                               0.089
__module.model.layers.9.self_attn.k_proj/ov_ext::linear/MatMul                                                0.481
__module.model.layers.9.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.9.self_attn/aten::add/Add_1                                                             0.032
__module.model.layers.9.self_attn.v_proj/ov_ext::linear/MatMul                                                2.251
__module.model.layers.9.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.9.self_attn/aten::transpose/Transpose_2                                                 0.023
__module.model.layers.9.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.929
__module.model.layers.9.self_attn/aten::transpose/Transpose_3                                                 0.045
__module.model.layers.9.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.9.self_attn.o_proj/ov_ext::linear/MatMul                                                1.917
__module.model.layers.9/aten::add/Add                                                                         0.057
__module.model.layers.9.post_attention_layernorm/aten::mul/Multiply_1                                         0.046
__module.model.layers.9.mlp.gate_proj/ov_ext::linear/MatMul                                                   8.931
__module.model.layers.9.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.9.mlp.up_proj/ov_ext::linear/MatMul                                                     8.738
__module.model.layers.9.mlp/aten::mul/Multiply                                                                0.224
__module.model.layers.9.mlp.down_proj/ov_ext::linear/MatMul                                                  10.209
__module.model.layers.9/aten::add/Add_1                                                                       0.061
__module.model.layers.10.input_layernorm/aten::mul/Multiply_1                                                 0.052
__module.model.layers.10.self_attn.q_proj/ov_ext::linear/MatMul                                               2.187
__module.model.layers.10.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.10.self_attn/aten::add/Add                                                              0.094
__module.model.layers.10.self_attn.k_proj/ov_ext::linear/MatMul                                               0.495
__module.model.layers.10.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.10.self_attn/aten::add/Add_1                                                            0.038
__module.model.layers.10.self_attn.v_proj/ov_ext::linear/MatMul                                               2.362
__module.model.layers.10.self_attn/aten::view/Reshape_2                                                       0.017
__module.model.layers.10.self_attn/aten::transpose/Transpose_2                                                0.021
__module.model.layers.10.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               1.289
__module.model.layers.10.self_attn/aten::transpose/Transpose_3                                                0.047
__module.model.layers.10.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.10.self_attn.o_proj/ov_ext::linear/MatMul                                               1.934
__module.model.layers.10/aten::add/Add                                                                        0.056
__module.model.layers.10.post_attention_layernorm/aten::mul/Multiply_1                                        0.051
__module.model.layers.10.mlp.gate_proj/ov_ext::linear/MatMul                                                  8.539
__module.model.layers.10.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.10.mlp.up_proj/ov_ext::linear/MatMul                                                    8.761
__module.model.layers.10.mlp/aten::mul/Multiply                                                               0.376
__module.model.layers.10.mlp.down_proj/ov_ext::linear/MatMul                                                  9.648
__module.model.layers.10/aten::add/Add_1                                                                      0.060
__module.model.layers.11.input_layernorm/aten::mul/Multiply_1                                                 0.054
__module.model.layers.11.self_attn.q_proj/ov_ext::linear/MatMul                                               1.888
__module.model.layers.11.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.11.self_attn/aten::add/Add                                                              0.104
__module.model.layers.11.self_attn.k_proj/ov_ext::linear/MatMul                                               0.457
__module.model.layers.11.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.11.self_attn/aten::add/Add_1                                                            0.029
__module.model.layers.11.self_attn.v_proj/ov_ext::linear/MatMul                                               0.495
__module.model.layers.11.self_attn/aten::view/Reshape_2                                                       0.007
__module.model.layers.11.self_attn/aten::transpose/Transpose_2                                                0.013
__module.model.layers.11.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.916
__module.model.layers.11.self_attn/aten::transpose/Transpose_3                                                0.045
__module.model.layers.11.self_attn/aten::reshape/Reshape_2                                                    0.006
__module.model.layers.11.self_attn.o_proj/ov_ext::linear/MatMul                                               1.851
__module.model.layers.11/aten::add/Add                                                                        0.055
__module.model.layers.11.post_attention_layernorm/aten::mul/Multiply_1                                        0.048
__module.model.layers.11.mlp.gate_proj/ov_ext::linear/MatMul                                                  8.672
__module.model.layers.11.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.11.mlp.up_proj/ov_ext::linear/MatMul                                                    8.669
__module.model.layers.11.mlp/aten::mul/Multiply                                                               0.218
__module.model.layers.11.mlp.down_proj/ov_ext::linear/MatMul                                                  9.920
__module.model.layers.11/aten::add/Add_1                                                                      0.062
__module.model.layers.12.input_layernorm/aten::mul/Multiply_1                                                 0.053
__module.model.layers.12.self_attn.q_proj/ov_ext::linear/MatMul                                               1.851
__module.model.layers.12.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.12.self_attn/aten::add/Add                                                              0.088
__module.model.layers.12.self_attn.k_proj/ov_ext::linear/MatMul                                               0.472
__module.model.layers.12.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.12.self_attn/aten::add/Add_1                                                            0.029
__module.model.layers.12.self_attn.v_proj/ov_ext::linear/MatMul                                               0.481
__module.model.layers.12.self_attn/aten::view/Reshape_2                                                       0.008
__module.model.layers.12.self_attn/aten::transpose/Transpose_2                                                0.016
__module.model.layers.12.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.877
__module.model.layers.12.self_attn/aten::transpose/Transpose_3                                                0.048
__module.model.layers.12.self_attn/aten::reshape/Reshape_2                                                    0.007
__module.model.layers.12.self_attn.o_proj/ov_ext::linear/MatMul                                               2.037
__module.model.layers.12/aten::add/Add                                                                        0.052
__module.model.layers.12.post_attention_layernorm/aten::mul/Multiply_1                                        0.048
__module.model.layers.12.mlp.gate_proj/ov_ext::linear/MatMul                                                  8.788
__module.model.layers.12.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.12.mlp.up_proj/ov_ext::linear/MatMul                                                    8.537
__module.model.layers.12.mlp/aten::mul/Multiply                                                               0.227
__module.model.layers.12.mlp.down_proj/ov_ext::linear/MatMul                                                  9.805
__module.model.layers.12/aten::add/Add_1                                                                      0.061
__module.model.layers.13.input_layernorm/aten::mul/Multiply_1                                                 0.055
__module.model.layers.13.self_attn.q_proj/ov_ext::linear/MatMul                                               2.036
__module.model.layers.13.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.13.self_attn/aten::add/Add                                                              0.094
__module.model.layers.13.self_attn.k_proj/ov_ext::linear/MatMul                                               0.457
__module.model.layers.13.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.13.self_attn/aten::add/Add_1                                                            0.030
__module.model.layers.13.self_attn.v_proj/ov_ext::linear/MatMul                                               0.493
__module.model.layers.13.self_attn/aten::view/Reshape_2                                                       0.008
__module.model.layers.13.self_attn/aten::transpose/Transpose_2                                                0.014
__module.model.layers.13.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.956
__module.model.layers.13.self_attn/aten::transpose/Transpose_3                                                0.044
__module.model.layers.13.self_attn/aten::reshape/Reshape_2                                                    0.005
__module.model.layers.13.self_attn.o_proj/ov_ext::linear/MatMul                                               1.935
__module.model.layers.13/aten::add/Add                                                                        0.057
__module.model.layers.13.post_attention_layernorm/aten::mul/Multiply_1                                        0.048
__module.model.layers.13.mlp.gate_proj/ov_ext::linear/MatMul                                                  8.778
__module.model.layers.13.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.13.mlp.up_proj/ov_ext::linear/MatMul                                                    8.426
__module.model.layers.13.mlp/aten::mul/Multiply                                                               0.216
__module.model.layers.13.mlp.down_proj/ov_ext::linear/MatMul                                                  9.972
__module.model.layers.13/aten::add/Add_1                                                                      0.062
__module.model.layers.14.input_layernorm/aten::mul/Multiply_1                                                 0.053
__module.model.layers.14.self_attn.q_proj/ov_ext::linear/MatMul                                               1.971
__module.model.layers.14.self_attn/aten::view/Reshape                                                         0.009
__module.model.layers.14.self_attn/aten::add/Add                                                              0.102
__module.model.layers.14.self_attn.k_proj/ov_ext::linear/MatMul                                               0.518
__module.model.layers.14.self_attn/aten::view/Reshape_1                                                       0.007
__module.model.layers.14.self_attn/aten::add/Add_1                                                            0.032
__module.model.layers.14.self_attn.v_proj/ov_ext::linear/MatMul                                               0.531
__module.model.layers.14.self_attn/aten::view/Reshape_2                                                       0.008
__module.model.layers.14.self_attn/aten::transpose/Transpose_2                                                0.015
__module.model.layers.14.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention               0.900
__module.model.layers.14.self_attn/aten::transpose/Transpose_3                                                0.045
__module.model.layers.14.self_attn/aten::reshape/Reshape_2                                                    0.005
__module.model.layers.14.self_attn.o_proj/ov_ext::linear/MatMul                                               2.740
__module.model.layers.14/aten::add/Add                                                                        0.053
__module.model.layers.14.post_attention_layernorm/aten::mul/Multiply_1                                        0.050
__module.model.layers.14.mlp.gate_proj/ov_ext::linear/MatMul                                                  8.654
__module.model.layers.14.mlp.act_fn/aten::silu/Swish                                                          0.000
__module.model.layers.14.mlp.up_proj/ov_ext::linear/MatMul                                                    8.575
