
=== Per-layer Profiling Info ===
Layer Name                                                                                                Time (ms)
__module.model.rotary_emb/aten::cat/Concat                                                                    0.008
__module.model.rotary_emb/aten::cos/Cos                                                                       0.028
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze                                                   0.005
__module.model.rotary_emb/aten::sin/Sin                                                                       0.030
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_1                                                 0.006
__module.model.layers.0.self_attn/aten::add/Add                                                               0.220
Multiply_43935                                                                                                0.085
Clamp_43937                                                                                                   0.000
Convert_43938                                                                                                 0.117
Convert_43939                                                                                                 0.065
__module.model.layers.0.self_attn/aten::add/Add/fc_output_0                                                   0.136
Multiply_31238                                                                                                0.000
beam_idx                                                                                                      0.006
Gather_49751                                                                                                  0.006
__module.model.layers.0.self_attn.k_proj/ov_ext::linear/MatMul                                                0.419
__module.model.layers.0.self_attn/aten::view/Reshape_1                                                        0.008
__module.model.layers.0.self_attn/aten::add/Add_1                                                             0.051
__module.model.layers.0.self_attn/aten::cat/Concat_2                                                          0.045
Multiply_43944                                                                                                0.027
Clamp_43946                                                                                                   0.000
Convert_43947                                                                                                 0.020
Convert_43948                                                                                                 0.022
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.021
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
__module.model.layers.0.self_attn/aten::size/ShapeOf_2                                                        0.005
Gather_39482                                                                                                  0.006
ShapeOf_30253                                                                                                 0.005
Gather_30256                                                                                                  0.004
Reshape_30273                                                                                                 0.005
Gather_30260                                                                                                  0.004
Reshape_30265                                                                                                 0.004
Add_44527                                                                                                     0.007
__module.model.layers.0.self_attn/prim::ListConstruct_2                                                       0.006
Broadcast_36489                                                                                               0.246
Broadcast_36489_f32_bf16___module.model.layers.0.self_attn/aten::expand/Broadcast                             0.149
__module.model.layers.0.self_attn/aten::expand/Broadcast                                                      0.163
__module.model.layers.0.self_attn/aten::reshape/Reshape                                                       0.006
MatMul_31239                                                                                                  0.302
__module.model/aten::add/Add_1                                                                                0.009
__module.model/aten::arange/Range_1                                                                           0.010
__module.model/aten::unsqueeze/Unsqueeze_2                                                                    0.005
__module.model/aten::add/Add                                                                                  0.005
__module.model/aten::arange/Range                                                                             0.006
__module.model/aten::unsqueeze/Unsqueeze_5                                                                    0.005
attention_mask                                                                                                0.004
Convert_35469                                                                                                 0.008
Abs_35470                                                                                                     0.005
Clamp_35471                                                                                                   0.000
__module.model/aten::to/Convert_1                                                                             0.006
ShapeOf_35473                                                                                                 0.005
__module.model/aten::index/ReduceProd                                                                         0.007
__module.model/aten::index/Concat                                                                             0.005
__module.model/aten::index/Reshape                                                                            0.004
Squeeze_30261                                                                                                 0.004
__module.model/aten::arange/Range_2                                                                           0.007
__module.model/aten::unsqueeze/Unsqueeze_8                                                                    0.005
__module.model/aten::index/Split                                                                              0.004
__module.model/aten::index/Multiply                                                                           0.005
__module.model/aten::index/Add                                                                                0.000
__module.model/aten::index/Gather                                                                             0.010
__module.model/aten::index/Reshape_8                                                                          0.005
ShapeOf_35526                                                                                                 0.005
__module.model/aten::index/Reshape_12                                                                         0.005
Unsqueeze_209                                                                                                 0.004
__module.model/prim::ListConstruct                                                                            0.005
Broadcast_36495                                                                                               0.006
__module.model/aten::le/LessEqual                                                                             0.015
__module.model/aten::__and__/BitwiseAnd                                                                       0.000
__module.model/aten::__and__/BitwiseAnd_1                                                                     0.000
__module.model/aten::expand/Broadcast                                                                         0.000
__module.model/aten::where/Select                                                                             0.000
__module.model.layers.0.self_attn/aten::slice/Slice_15                                                        0.011
Add_31241                                                                                                     0.293
Softmax_31242                                                                                                 0.357
Gather_49754                                                                                                  0.008
__module.model.layers.0.self_attn.v_proj/ov_ext::linear/MatMul                                                0.396
__module.model.layers.0.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.0.self_attn/aten::transpose/Transpose_2                                                 0.022
__module.model.layers.0.self_attn/aten::cat/Concat_3                                                          0.037
Multiply_43953                                                                                                0.024
Clamp_43955                                                                                                   0.000
Convert_43956                                                                                                 0.020
Convert_43957                                                                                                 0.021
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.0.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_36501                                                                                               0.050
Broadcast_36501_f32_bf16___module.model.layers.0.self_attn/aten::expand/Broadcast_1                           0.138
__module.model.layers.0.self_attn/aten::expand/Broadcast_1                                                    0.073
__module.model.layers.0.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.0.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.135
__module.model.layers.0.self_attn/aten::transpose/Transpose_3                                                 0.038
__module.model.layers.0.self_attn/aten::reshape/Reshape_2                                                     0.006
__module.model.layers.0.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.049
Multiply_43962                                                                                                0.000
Clamp_43964                                                                                                   0.000
Convert_43965                                                                                                 0.058
Convert_43966                                                                                                 0.063
__module.model.layers.0.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.043
__module.model.layers.0.self_attn.o_proj/ov_ext::linear/MatMul                                                1.353
__module.model.layers.0/aten::add/Add                                                                         0.068
__module.model.layers.0.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.047
Multiply_43971                                                                                                0.164
Clamp_43973                                                                                                   0.000
Convert_43974                                                                                                 0.057
Convert_43975                                                                                                 0.061
__module.model.layers.0.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.043
__module.model.layers.0.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.458
__module.model.layers.0.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.0.mlp.up_proj/ov_ext::linear/MatMul                                                     5.881
__module.model.layers.0.mlp/aten::mul/Multiply                                                                0.686
__module.model.layers.0.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_43980                                                                                                0.000
Clamp_43982                                                                                                   0.000
Convert_43983                                                                                                 0.475
Convert_43984                                                                                                 0.260
__module.model.layers.0.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.279
__module.model.layers.0.mlp.down_proj/ov_ext::linear/MatMul                                                   8.165
__module.model.layers.0/aten::add/Add_1                                                                       0.059
__module.model.layers.1.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.056
Multiply_43989                                                                                                0.048
Clamp_43991                                                                                                   0.000
Convert_43992                                                                                                 0.057
Convert_43993                                                                                                 0.066
__module.model.layers.1.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.046
__module.model.layers.1.self_attn.q_proj/ov_ext::linear/MatMul                                                1.417
__module.model.layers.1.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.1.self_attn/aten::add/Add                                                               0.110
Multiply_43998                                                                                                0.104
Clamp_44000                                                                                                   0.000
Convert_44001                                                                                                 0.060
Convert_44002                                                                                                 0.067
__module.model.layers.1.self_attn/aten::add/Add/fc_output_0                                                   0.073
Multiply_31273                                                                                                0.000
Gather_49757                                                                                                  0.005
__module.model.layers.1.self_attn.k_proj/ov_ext::linear/MatMul                                                0.404
__module.model.layers.1.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.1.self_attn/aten::add/Add_1                                                             0.034
__module.model.layers.1.self_attn/aten::cat/Concat_2                                                          0.042
Multiply_44007                                                                                                0.022
Clamp_44009                                                                                                   0.000
Convert_44010                                                                                                 0.021
Convert_44011                                                                                                 0.021
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.025
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_36507                                                                                               0.049
Broadcast_36507_f32_bf16___module.model.layers.1.self_attn/aten::expand/Broadcast                             0.141
__module.model.layers.1.self_attn/aten::expand/Broadcast                                                      0.066
__module.model.layers.1.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_31274                                                                                                  0.301
Add_31276                                                                                                     0.109
Softmax_31277                                                                                                 0.359
Gather_49760                                                                                                  0.007
__module.model.layers.1.self_attn.v_proj/ov_ext::linear/MatMul                                                0.371
__module.model.layers.1.self_attn/aten::view/Reshape_2                                                        0.008
__module.model.layers.1.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.1.self_attn/aten::cat/Concat_3                                                          0.015
Multiply_44016                                                                                                0.023
Clamp_44018                                                                                                   0.000
Convert_44019                                                                                                 0.021
Convert_44020                                                                                                 0.020
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.021
__module.model.layers.1.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_36513                                                                                               0.051
Broadcast_36513_f32_bf16___module.model.layers.1.self_attn/aten::expand/Broadcast_1                           0.053
__module.model.layers.1.self_attn/aten::expand/Broadcast_1                                                    0.069
__module.model.layers.1.self_attn/aten::reshape/Reshape_1                                                     0.005
__module.model.layers.1.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.137
__module.model.layers.1.self_attn/aten::transpose/Transpose_3                                                 0.036
__module.model.layers.1.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.1.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.045
Multiply_44025                                                                                                0.000
Clamp_44027                                                                                                   0.000
Convert_44028                                                                                                 0.058
Convert_44029                                                                                                 0.064
__module.model.layers.1.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.043
__module.model.layers.1.self_attn.o_proj/ov_ext::linear/MatMul                                                1.300
__module.model.layers.1/aten::add/Add                                                                         0.051
__module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.049
Multiply_44034                                                                                                0.153
Clamp_44036                                                                                                   0.000
Convert_44037                                                                                                 0.058
Convert_44038                                                                                                 0.062
__module.model.layers.1.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.042
__module.model.layers.1.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.079
__module.model.layers.1.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.1.mlp.up_proj/ov_ext::linear/MatMul                                                     5.749
__module.model.layers.1.mlp/aten::mul/Multiply                                                                0.319
__module.model.layers.1.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_44043                                                                                                0.000
Clamp_44045                                                                                                   0.000
Convert_44046                                                                                                 0.224
Convert_44047                                                                                                 0.238
__module.model.layers.1.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.235
__module.model.layers.1.mlp.down_proj/ov_ext::linear/MatMul                                                   8.198
__module.model.layers.1/aten::add/Add_1                                                                       0.058
__module.model.layers.2.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.054
Multiply_44052                                                                                                0.048
Clamp_44054                                                                                                   0.000
Convert_44055                                                                                                 0.058
Convert_44056                                                                                                 0.063
__module.model.layers.2.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.044
__module.model.layers.2.self_attn.q_proj/ov_ext::linear/MatMul                                                1.316
__module.model.layers.2.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.2.self_attn/aten::add/Add                                                               0.104
Multiply_44061                                                                                                0.101
Clamp_44063                                                                                                   0.000
Convert_44064                                                                                                 0.059
Convert_44065                                                                                                 0.064
__module.model.layers.2.self_attn/aten::add/Add/fc_output_0                                                   0.073
Multiply_31308                                                                                                0.000
Gather_49763                                                                                                  0.005
__module.model.layers.2.self_attn.k_proj/ov_ext::linear/MatMul                                                0.389
__module.model.layers.2.self_attn/aten::view/Reshape_1                                                        0.008
__module.model.layers.2.self_attn/aten::add/Add_1                                                             0.033
__module.model.layers.2.self_attn/aten::cat/Concat_2                                                          0.018
Multiply_44070                                                                                                0.022
Clamp_44072                                                                                                   0.000
Convert_44073                                                                                                 0.021
Convert_44074                                                                                                 0.021
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.026
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.005
Broadcast_36519                                                                                               0.050
Broadcast_36519_f32_bf16___module.model.layers.2.self_attn/aten::expand/Broadcast                             0.059
__module.model.layers.2.self_attn/aten::expand/Broadcast                                                      0.071
__module.model.layers.2.self_attn/aten::reshape/Reshape                                                       0.006
MatMul_31309                                                                                                  0.143
Add_31311                                                                                                     0.093
Softmax_31312                                                                                                 0.360
Gather_49766                                                                                                  0.007
__module.model.layers.2.self_attn.v_proj/ov_ext::linear/MatMul                                                0.381
__module.model.layers.2.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.2.self_attn/aten::transpose/Transpose_2                                                 0.017
__module.model.layers.2.self_attn/aten::cat/Concat_3                                                          0.015
Multiply_44079                                                                                                0.022
Clamp_44081                                                                                                   0.000
Convert_44082                                                                                                 0.020
Convert_44083                                                                                                 0.021
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.020
__module.model.layers.2.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_36525                                                                                               0.048
Broadcast_36525_f32_bf16___module.model.layers.2.self_attn/aten::expand/Broadcast_1                           0.052
__module.model.layers.2.self_attn/aten::expand/Broadcast_1                                                    0.071
__module.model.layers.2.self_attn/aten::reshape/Reshape_1                                                     0.005
__module.model.layers.2.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.129
__module.model.layers.2.self_attn/aten::transpose/Transpose_3                                                 0.040
__module.model.layers.2.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.2.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.052
Multiply_44088                                                                                                0.000
Clamp_44090                                                                                                   0.000
Convert_44091                                                                                                 0.060
Convert_44092                                                                                                 0.062
__module.model.layers.2.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.044
__module.model.layers.2.self_attn.o_proj/ov_ext::linear/MatMul                                                1.273
__module.model.layers.2/aten::add/Add                                                                         0.053
__module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.048
Multiply_44097                                                                                                0.159
Clamp_44099                                                                                                   0.000
Convert_44100                                                                                                 0.057
Convert_44101                                                                                                 0.063
__module.model.layers.2.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.043
__module.model.layers.2.mlp.gate_proj/ov_ext::linear/MatMul                                                   6.024
__module.model.layers.2.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.2.mlp.up_proj/ov_ext::linear/MatMul                                                     5.204
__module.model.layers.2.mlp/aten::mul/Multiply                                                                0.335
__module.model.layers.2.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_44106                                                                                                0.000
Clamp_44108                                                                                                   0.000
Convert_44109                                                                                                 0.279
Convert_44110                                                                                                 0.258
__module.model.layers.2.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.294
__module.model.layers.2.mlp.down_proj/ov_ext::linear/MatMul                                                   8.309
__module.model.layers.2/aten::add/Add_1                                                                       0.058
__module.model.layers.3.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.054
Multiply_44115                                                                                                0.048
Clamp_44117                                                                                                   0.000
Convert_44118                                                                                                 0.057
Convert_44119                                                                                                 0.063
__module.model.layers.3.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.046
__module.model.layers.3.self_attn.q_proj/ov_ext::linear/MatMul                                                1.323
__module.model.layers.3.self_attn/aten::view/Reshape                                                          0.008
__module.model.layers.3.self_attn/aten::add/Add                                                               0.094
Multiply_44124                                                                                                0.074
Clamp_44126                                                                                                   0.000
Convert_44127                                                                                                 0.058
Convert_44128                                                                                                 0.063
__module.model.layers.3.self_attn/aten::add/Add/fc_output_0                                                   0.064
Multiply_31343                                                                                                0.000
Gather_49769                                                                                                  0.005
__module.model.layers.3.self_attn.k_proj/ov_ext::linear/MatMul                                                0.392
__module.model.layers.3.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.3.self_attn/aten::add/Add_1                                                             0.030
__module.model.layers.3.self_attn/aten::cat/Concat_2                                                          0.015
Multiply_44133                                                                                                0.021
Clamp_44135                                                                                                   0.000
Convert_44136                                                                                                 0.020
Convert_44137                                                                                                 0.022
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.022
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_36531                                                                                               0.048
Broadcast_36531_f32_bf16___module.model.layers.3.self_attn/aten::expand/Broadcast                             0.053
__module.model.layers.3.self_attn/aten::expand/Broadcast                                                      0.063
__module.model.layers.3.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_31344                                                                                                  0.137
Add_31346                                                                                                     0.092
Softmax_31347                                                                                                 0.367
Gather_49772                                                                                                  0.007
__module.model.layers.3.self_attn.v_proj/ov_ext::linear/MatMul                                                0.365
__module.model.layers.3.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.3.self_attn/aten::transpose/Transpose_2                                                 0.016
__module.model.layers.3.self_attn/aten::cat/Concat_3                                                          0.015
Multiply_44142                                                                                                0.023
Clamp_44144                                                                                                   0.000
Convert_44145                                                                                                 0.022
Convert_44146                                                                                                 0.023
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.024
__module.model.layers.3.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.006
Broadcast_36537                                                                                               0.047
Broadcast_36537_f32_bf16___module.model.layers.3.self_attn/aten::expand/Broadcast_1                           0.052
__module.model.layers.3.self_attn/aten::expand/Broadcast_1                                                    0.069
__module.model.layers.3.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.3.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.130
__module.model.layers.3.self_attn/aten::transpose/Transpose_3                                                 0.039
__module.model.layers.3.self_attn/aten::reshape/Reshape_2                                                     0.008
__module.model.layers.3.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.057
Multiply_44151                                                                                                0.000
Clamp_44153                                                                                                   0.000
Convert_44154                                                                                                 0.058
Convert_44155                                                                                                 0.064
__module.model.layers.3.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.043
__module.model.layers.3.self_attn.o_proj/ov_ext::linear/MatMul                                                1.386
__module.model.layers.3/aten::add/Add                                                                         0.057
__module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.048
Multiply_44160                                                                                                0.091
Clamp_44162                                                                                                   0.000
Convert_44163                                                                                                 0.068
Convert_44164                                                                                                 0.064
__module.model.layers.3.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.044
__module.model.layers.3.mlp.gate_proj/ov_ext::linear/MatMul                                                   5.426
__module.model.layers.3.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.3.mlp.up_proj/ov_ext::linear/MatMul                                                     5.220
__module.model.layers.3.mlp/aten::mul/Multiply                                                                0.289
__module.model.layers.3.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_44169                                                                                                0.000
Clamp_44171                                                                                                   0.000
Convert_44172                                                                                                 0.212
Convert_44173                                                                                                 0.240
__module.model.layers.3.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.211
__module.model.layers.3.mlp.down_proj/ov_ext::linear/MatMul                                                   8.434
__module.model.layers.3/aten::add/Add_1                                                                       0.058
__module.model.layers.4.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.055
Multiply_44178                                                                                                0.048
Clamp_44180                                                                                                   0.000
Convert_44181                                                                                                 0.057
Convert_44182                                                                                                 0.063
__module.model.layers.4.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.043
__module.model.layers.4.self_attn.q_proj/ov_ext::linear/MatMul                                                1.326
__module.model.layers.4.self_attn/aten::view/Reshape                                                          0.007
__module.model.layers.4.self_attn/aten::add/Add                                                               0.090
Multiply_44187                                                                                                0.093
Clamp_44189                                                                                                   0.000
Convert_44190                                                                                                 0.059
Convert_44191                                                                                                 0.063
__module.model.layers.4.self_attn/aten::add/Add/fc_output_0                                                   0.078
Multiply_31378                                                                                                0.000
Gather_49775                                                                                                  0.005
__module.model.layers.4.self_attn.k_proj/ov_ext::linear/MatMul                                                0.395
__module.model.layers.4.self_attn/aten::view/Reshape_1                                                        0.007
__module.model.layers.4.self_attn/aten::add/Add_1                                                             0.032
__module.model.layers.4.self_attn/aten::cat/Concat_2                                                          0.017
Multiply_44196                                                                                                0.022
Clamp_44198                                                                                                   0.000
Convert_44199                                                                                                 0.019
Convert_44200                                                                                                 0.020
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_2/fc_input_0                                      0.021
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_2                                                 0.004
Broadcast_36543                                                                                               0.047
Broadcast_36543_f32_bf16___module.model.layers.4.self_attn/aten::expand/Broadcast                             0.052
__module.model.layers.4.self_attn/aten::expand/Broadcast                                                      0.071
__module.model.layers.4.self_attn/aten::reshape/Reshape                                                       0.005
MatMul_31379                                                                                                  0.135
Add_31381                                                                                                     0.106
Softmax_31382                                                                                                 0.362
Gather_49778                                                                                                  0.006
__module.model.layers.4.self_attn.v_proj/ov_ext::linear/MatMul                                                0.368
__module.model.layers.4.self_attn/aten::view/Reshape_2                                                        0.007
__module.model.layers.4.self_attn/aten::transpose/Transpose_2                                                 0.018
__module.model.layers.4.self_attn/aten::cat/Concat_3                                                          0.018
Multiply_44205                                                                                                0.022
Clamp_44207                                                                                                   0.000
Convert_44208                                                                                                 0.021
Convert_44209                                                                                                 0.022
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_3/fc_input_0                                      0.020
__module.model.layers.4.self_attn/aten::unsqueeze/Unsqueeze_3                                                 0.005
Broadcast_36549                                                                                               0.048
Broadcast_36549_f32_bf16___module.model.layers.4.self_attn/aten::expand/Broadcast_1                           0.053
__module.model.layers.4.self_attn/aten::expand/Broadcast_1                                                    0.068
__module.model.layers.4.self_attn/aten::reshape/Reshape_1                                                     0.006
__module.model.layers.4.self_attn/aten::scaled_dot_product_attention/ScaledDotProductAttention                0.128
__module.model.layers.4.self_attn/aten::transpose/Transpose_3                                                 0.035
__module.model.layers.4.self_attn/aten::reshape/Reshape_2                                                     0.005
__module.model.layers.4.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant                               0.050
Multiply_44214                                                                                                0.000
Clamp_44216                                                                                                   0.000
Convert_44217                                                                                                 0.059
Convert_44218                                                                                                 0.063
__module.model.layers.4.self_attn/aten::reshape/Reshape_2_0_0/nncf_smooth_quant/fc_output_0                   0.043
__module.model.layers.4.self_attn.o_proj/ov_ext::linear/MatMul                                                1.347
__module.model.layers.4/aten::add/Add                                                                         0.056
__module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                   0.047
Multiply_44223                                                                                                0.066
Clamp_44225                                                                                                   0.000
Convert_44226                                                                                                 0.056
Convert_44227                                                                                                 0.062
__module.model.layers.4.post_attention_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0          0.041
__module.model.layers.4.mlp.gate_proj/ov_ext::linear/MatMul                                                   5.421
__module.model.layers.4.mlp.act_fn/aten::silu/Swish                                                           0.000
__module.model.layers.4.mlp.up_proj/ov_ext::linear/MatMul                                                     5.162
__module.model.layers.4.mlp/aten::mul/Multiply                                                                0.286
__module.model.layers.4.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant                                          0.000
Multiply_44232                                                                                                0.000
Clamp_44234                                                                                                   0.000
Convert_44235                                                                                                 0.212
Convert_44236                                                                                                 0.235
__module.model.layers.4.mlp/aten::mul/Multiply_0_0/nncf_smooth_quant/fc_output_0                              0.223
__module.model.layers.4.mlp.down_proj/ov_ext::linear/MatMul                                                   8.460
__module.model.layers.4/aten::add/Add_1                                                                       0.058
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant                            0.052
Multiply_44241                                                                                                0.047
Clamp_44243                                                                                                   0.000
Convert_44244                                                                                                 0.061
Convert_44245                                                                                                 0.065
__module.model.layers.5.input_layernorm/aten::mul/Multiply_1_0_0/nncf_smooth_quant/fc_output_0                0.044
__module.model.layers.5.self_attn.q_proj/ov_ext::linear/MatMul                                                1.338
__module.model.layers.5.self_attn/aten::view/Reshape                                                          0.007
__module.model.layers.5.self_attn/aten::add/Add                                                               0.094
Multiply_44250                                                                                                0.087
